ANIO,MES,CONGLOMERADO,MUESTRA,SELVIV,HOGAR,PERS_NRO,REGION,ESTRATO,LLAVE_PANEL,C203,C204,C205,C206,C207,C208,C300n,NROINF,C301_DIA,C301_MES,C301_ANIO,C303,C304,C305,C306_1,C306_2,C306_3,C306_4,C306_5,C306_6,C306_7,C306_8,C306_9,C306_10,C306_10A,C306_11,C308_COD,C309_COD,C310,C311,C317,C317A,C318_1,C318_2,C318_3,C318_4,C318_5,C318_6,C318_7,whoraT,C330,C331,P209H,C335,C338,C339_1,C341_T,C342,C344,C345_1,C348,C347_T,C350,C352,C353,C354,C355,C356,C357_I,C358,C359,SEGURO1,C366,C366_1,C366_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,OCUP300,I339_1,D341_T,I342,D344,I345_1,I348,D347_T,D350,INGTOT,INGTOTP,RESIDENT,fa_aso22
2022,08,17303,1,0084,1,2,1,1,202205173031008412,3,1,2, ,1,19,2,2,20,9,2002,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,8,1,1,7, , ,1,5,10,1, ,2,2,2,2,2,2,10,7,3, , , , , , , , , , ,1,821.7275390625
2022,08,17303,1,0086,1,1,1,1,202205173031008611,1,1,2, ,2,85,1,1,15,8,1937,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,2, , , , ,1,5,1, , ,1,2,2,2,2,2,1,1,4, , , , , , , , , , ,1,302.920623779297
2022,09,1730402,1,0027,1,1,1,1,20210317304021002711,1,1,2, ,2,41,1,1,15,12,1980,1, , , , , , , , , , , , , , ,5212,4711,2, ,1,2,8,8,8,8,8,8,8,56,1, ,2,2, , , , , , , , , , , , , , , , ,1,5,6,5, ,2,2,2,2,2,2,10,7,1, , ,1174, , , , , ,1174,1174,1,297.909332275391
2022,09,1730402,1,0027,1,2,1,1,20210317304021002712,3,1,2, ,1,17,2,2,27,5,2005,1, , , , , , , , , , , , , , ,5223,4711,4, ,1,2,4,0,0,4,4,4,4,20,1, ,2, , , , , , , , , , , , , , , , , ,1,5,6,5, ,2,2,2,2,2,2,10,7,1, , , , , , , , ,0,0,1,923.074645996094
2022,09,1730402,1,0027,1,3,1,1,20210317304021002713,3,1,2, ,2,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,09,1730402,1,0028,1,1,1,1,20210317304021002811,1,1,2, ,2,45,1,1,8,2,1977,1, , , , , , , , , , , , , , ,5211,4620,2, ,1,1,8,12,12,12,12,12,12,80,1, ,2,2, , , , , , , , , , , , , , , , ,1,1,6,5, ,2,2,2,2,2,2,10,7,1, , ,1422, , , , , ,1422,1422,1,401.390045166016
2022,09,1730402,1,0028,1,2,1,1,20210317304021002812,3,1,2, ,2,21,2,2,6,5,2001,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , , , ,1,5,10,2, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , ,1,435.910980224609
2022,09,1730402,1,0028,1,3,1,1,20210317304021002813,3,1,2, ,1,15,3,3,9,11,2006,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , , , ,1,1,5,3, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , ,1,415.768890380859
2022,09,1730402,1,0029,1,1,1,1,20210317304021002911,1,1,2, ,1,50,1,1,8,6,1972,1, , , , , , , , , , , , , , ,8332,146,3,5,3,100,0,12,12,12,12,12,10,70,1, ,2,2,4,2950, , , , , , , , , , , , , , ,1,1,6,5, ,2,2,2,2,2,2,10,6,1,2950, , , , , , , ,2950,2950,1,314.332214355469
2022,09,1730402,1,0030,1,1,1,1,20210317304021003011,1,1,2, ,2,56,1,1,17,8,1966,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , , , ,1,5,6,5, ,2,2,2,2,2,2,10,6,4, , , , , , , , , , ,1,269.440673828125
2022,09,1730402,1,0030,1,2,1,1,20210317304021003012,3,1,1, ,1,36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
2022,09,1730402,1,0030,1,3,1,1,20210317304021003013,3,1,2, ,2,23,3,3,21,12,1998,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,5211,1071,4, ,1,6,0,3,3,3,3,3,0,15,1, ,2, , , , , , , , , , , , , , , , , ,1,5,6,5, ,2,2,2,2,2,2,10,7,1, , , , , , , , ,0,0,1,1477.80322265625
2022,09,1730402,1,0030,1,4,1,1,20210317304021003014,3,1,2, ,2,17,4,4,16,11,2004,1, , , , , , , , , , , , , , ,5131,5610,3,5,1,4,0,4,4,4,4,4,4,24,1, ,2,2,4,1523, , , , , , , , , , , , , , ,2,5,8,1, ,2,2,2,2,2,2,10,7,1,1523, , , , , , , ,1523,1523,1,1964.23364257813
2022,08,17306,1,0059,1,1,1,1,202205173061005911,1,1,2, ,2,34,1,1,8,8,1988,1, , , , , , , , , , , , , , ,9111,9700,6, ,1,1,0,4,4,4,4,4,0,20,1, ,1,2,4,310, , , , , , , , , , , , , , ,1,1,6,5, ,2,2,2,2,2,2,1,1,1,310, , , , , , , ,310,310,1,194.144241333008
2022,08,17306,1,0059,1,2,1,1,202205173061005912,3,1,2, ,2,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,08,17306,1,0059,1,3,1,1,202205173061005913,3,1,2, ,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,08,17306,1,0059,1,4,1,1,202205173061005914,7,1,2, ,2,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,08,17306,1,0060,1,1,1,1,202205173061006011,1,1,2, ,2,39,1,99, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , ,1, 
2022,08,17306,1,0060,1,2,1,1,202205173061006012,3,1,2, ,2,16,2,2,6,6,2006,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , , , ,2,5,5,3, ,2,2,2,2,2,2,10,1,4, , , , , , , , , , ,1,423.183837890625
2022,08,17306,1,0060,1,3,1,1,202205173061006013,3,1,2, ,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,08,17306,1,0061,1,1,1,1,202205173061006111,1,1,2, ,1,77,1,1,2,8,1945,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,8,1,1,3, , ,1,5,8,1, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , ,1,315.854309082031
2022,08,17306,1,0062,1,1,1,1,202205173061006211,1,1,2, ,1,38,1,1,8,2,1984,1, , , , , , , , , , , , , , ,6112,122,2, ,1,5,10,6,6,6,6,6,12,52,1, ,1,2, , , , , , , , , , , , , , , , ,1,5,6,5, ,2,2,2,2,2,2,10,7,1, , ,1000, , , , , ,1000,1000,1,780.419189453125
2022,08,17306,1,0062,1,2,1,1,202205173061006212,2,1,2, ,2,38,2,99, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , ,1, 
2022,08,17306,1,0062,1,3,1,1,202205173061006213,3,1,2, ,2,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,08,17306,1,0062,1,4,1,1,202205173061006214,3,1,2, ,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,08,17314,1,0065,1,1,1,1,202102173141006511,1,1,2, ,2,45,1,1,14,3,1977,1, , , , , , , , , , , , , , ,9321,2100,3,5,2,50,0,8,8,8,8,8,8,48,1, ,2,2,4,1000, , , , , , , , , , , , , , ,1,5,5,2, ,2,2,2,2,2,2,1,7,1,1000, , , , , , , ,1000,1000,1,795.623474121094
2022,08,17314,1,0065,1,2,1,1,202102173141006513,3,1,2, ,1,25,2,2,18,12,1996,1, , , , , , , , , , , , , , ,7231,4540,1, ,1,2,0,8,8,0,8,0,0,30,2,30,1,2, , , , , , , , , , , , , , , , ,1,5,8,2, ,2,2,2,2,2,2,10,7,1, , ,884, , , , , ,884,884,1,1692.50024414063
2022,08,17314,1,0065,1,3,1,1,202102173141006514,3,1,2, ,1,23,3,3,4,6,1999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,1,2, , , ,1,5,6,5, ,2,2,2,2,2,2,10,9,4, , , , , , , , , , ,1,410.863800048828
2022,08,17314,1,0065,1,4,1,1,202102173141006515,3,1,2, ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,08,17314,1,0067,1,1,1,1,202102173141006711,1,1,2, ,1,41,1,1,28,6,1981,1, , , , , , , , , , , , , , ,7126,4330,3,5,1,3,0,0,9,9,9,9,6,42,1, ,2,2,4,1303,216, , , , , , , , , , , , , ,1,5,6,5, ,2,2,2,2,2,2,10,8,1,1303,216, , , , , , ,1519,1519,1,354.399688720703
2022,08,17314,1,0067,1,2,1,1,202102173141006712,2,1,2, ,2,33,2,2,15,12,1988,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2, , , ,1,5,5,1, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , ,1,351.711273193359
2022,08,17314,1,0067,1,3,1,1,202102173141006713,3,1,2, ,2,16,3,3,28,10,2005,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , , , ,1,5,5,3, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , ,1,423.183837890625
2022,08,17314,1,0067,1,4,1,1,202102173141006714,3,1,2, ,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,08,17314,1,0068,1,1,1,1,202102173141006811,1,1,2, ,1,47,1,1,20,9,1974,1, , , , , , , , , , , , , , ,5120,5610,3,5,1,15,11,0,11,11,11,11,11,66,1, ,2,2,4,1026,519, , , , , , , , , , , , , ,1,1,3, ,1,2,2,2,2,2,2,1,1,1,1026,519, , , , , , ,1545,1545,1,173.722305297852
2022,08,17314,1,0068,1,2,1,1,202102173141006812,2,1,2, ,2,48,2,2,5,1,1974,1, , , , , , , , , , , , , , ,5212,4711,2, ,1,2,12,12,12,12,12,12,13,85,1, ,2,2, , , , , , , , , , , , , , , , ,1,5,1, , ,2,2,2,2,2,2,1,1,1, , ,1067,600, , , , ,1667,1667,1,767.397705078125
2022,08,17314,1,0068,1,3,1,1,202102173141006813,3,1,2, ,2,23,3,3,20,3,1999,1, , , , , , , , , , , , , , ,5211,3290,3,5,1,4,0,9,9,9,9,9,9,54,1, ,2,2,4,446,24, , , , , , , , , , , , , ,1,5,6,5, ,2,2,2,2,2,2,10,7,1,446,720, , , , , , ,1166,1166,1,528.080383300781
2022,08,17314,1,0068,1,4,1,1,202102173141006814,3,1,2, ,2,19,4,4,5,2,2003,1, , , , , , , , , , , , , , ,9629,8549,2, ,1,1,0,0,3,0,3,0,0,6,1, ,1,1, , , , , , , , , , , , , , , , ,1,5,6,5, ,2,2,2,2,2,2,10,1,1, , ,217, , , , , ,217,217,1,174.220886230469
2022,08,17314,1,0068,1,5,1,1,202102173141006815,3,1,2, ,2,16,5,5,28,4,2006,1, , , , , , , , , , , , , , ,5141,9602,2, ,1,1,0,8,8,5,0,0,0,21,1, ,1,2, , , , , , , , , , , , , , , , ,1,5,5,2, ,2,2,2,2,2,2,10,7,1, , ,1516, , , , , ,1516,1516,1,890.239562988281
2022,08,17314,1,0068,1,6,1,1,202102173141006816,6,1,2, ,2,88,6,2,29,11,1933,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,2, , , , ,1,5,1, , ,2,2,2,1,2,2,1,1,4, , , , , , , , , , ,1,302.920623779297
2022,08,17314,1,0079,1,1,1,1,202102173141007911,1,1,2, ,1,42,1,1,31,8,1979,1, , , , , , , , , , , , , , ,4417,9499,3,5,1,11,0,8,8,8,8,8,0,40,1, ,2,2,4,8016,200, , , , , , , , , , , , , ,1,5,10,4, ,2,2,2,2,2,2,10,7,1,8016,200, , , , , , ,8216,8216,1,1589.87329101563
2022,08,17314,1,0079,1,2,1,1,202102173141007912,2,1,2, ,2,37,2,99, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , ,1, 
2022,08,17314,1,0079,1,3,1,1,202102173141007913,3,1,2, ,1,15,3,3,26,8,2006,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , , , ,1,5,5,3, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , ,1,440.830047607422
2022,09,17318,1,0014,1,1,1,1,202206173181001411,1,1,2, ,1,53,1,1,22,5,1969,1, , , , , , , , , , , , , , ,7352,1410,2, ,1,1,0,10,10,10,10,10,10,60,1, ,2,1, , , , , , , , , , , , , , , , ,1,5,6,5, ,2,2,2,2,2,2,1,6,1, , ,1172, , , , , ,1172,1172,1,1076.146484375
2022,09,17318,1,0014,1,2,1,1,202206173181001412,2,1,2, ,2,51,2,2,18,9,1971,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , , , ,1,5,8,2, ,2,2,2,2,2,2,10,1,4, , , , , , , , , , ,1,272.483428955078
2022,09,17318,1,0014,1,3,1,1,202206173181001413,3,1,2, ,2,22,3,3,11,12,1999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , , , ,1,5,8,2, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , ,1,476.029724121094
2022,09,17318,1,0014,1,4,1,1,202206173181001414,3,1,2, ,1,17,4,4,3,12,2004,1, , , , , , , , , , , , , , ,5223,4630,3,5,1,2,6,12,12,12,6,12,12,72,1, ,2,2,4,1295, , , , , , , , , , , , , , ,1,5,6,5, ,2,2,2,2,2,2,10,6,1,1295, , , , , , , ,1295,1295,1,412.474670410156
2022,09,17318,1,0014,1,5,1,1,202206173181001415,3,1,2, ,2,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,09,17318,1,0015,1,1,1,1,202206173181001511,1,1,2, ,2,53,1,2,24,7,1969,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , , , ,1,5,6,5, ,2,2,2,2,2,2,10,9,4, , , , , , , , , , ,1,269.440673828125
2022,09,17318,1,0015,1,2,1,1,202206173181001514,3,1,2, ,1,20,2,2,20,6,2002,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,1,2, , , ,1,5,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , ,1,418.557006835938
2022,09,17318,1,0015,1,3,1,1,202206173181001515,3,1,2, ,2,18,3,3,1,5,2004,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , , , ,1,5,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , ,1,472.842712402344
2022,09,17318,1,0016,1,1,1,1,202206173181001611,1,1,2, ,2,67,1,1,1,10,1954,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2, , , ,1,5,3,4, ,2,2,2,2,2,2,1,1,4, , , , , , , , , , ,1,286.317291259766
2022,09,17318,1,0016,1,2,1,1,202206173181001612,2,1,2, ,1,76,2,2,12,6,1946,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , , , ,1,6,3,2, ,2,2,2,2,2,2,1,1,4, , , , , , , , , , ,1,325.266357421875
2022,09,17318,1,0016,1,3,1,1,202206173181001613,3,1,2, ,1,30,3,1,5,3,1992,1, , , , , , , , , , , , , , ,8153,1410,3,5,1,5,0,0,0,6,6,6,6,46,2,36,1,1,4,1410, , , ,287, , , , , , , , , , ,1,6,6,5, ,2,2,2,2,2,2,10,9,1,1410, , , ,287, , , ,1697,1410,1,483.508941650391
2022,09,17318,1,0016,1,4,1,1,202206173181001614,3,1,2, ,1,27,4,4,16,1,1995,1, , , , , , , , , , , , , , ,8153,1410,3,5,4,250,0,9,9,9,9,9,5,50,1, ,2,2,4,1645, , , , , , , , , , , , , , ,1,1,6,5, ,2,2,2,2,2,2,10,7,1,1645, , , , , , , ,1645,1645,1,483.508941650391
2022,09,17318,1,0017,1,1,1,1,202206173181001711,1,1,1, ,1,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
2022,09,17318,1,0017,1,2,1,1,202206173181001712,2,1,2, ,2,55,2,3,10,8,1967,1, , , , , , , , , , , , , , ,5212,4711,2, ,1,1,0,12,12,12,12,12,10,70,1, ,2,2, , , , , , , , , , , , , , , , ,1,1,6,5, ,2,2,2,2,2,2,10,9,1, , ,1406,150, , , , ,1556,1556,1,401.390045166016
2022,09,17318,1,0017,1,3,1,1,202206173181001713,3,1,2, ,1,30,3,3,13,4,1992,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2, , , ,1,5,10,1, ,2,2,2,2,2,2,10,6,4, , , , , , , , , , ,1,385.15673828125
2022,09,17318,1,0017,1,4,1,1,202206173181001714,3,1,2, ,2,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,09,17321,1,0050,1,1,1,1,202103173211005011,1,1,2, ,2,58,1,1,18,5,1964,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,1,2, , , ,1,5,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , ,1,269.440673828125
2022,09,17321,1,0050,1,2,1,1,202103173211005012,3,1,2, ,1,29,2,2,5,2,1993,1, , , , , , , , , , , , , , ,3439,9000,3,5,3,51,12,12,12,0,0,0,12,48,1, ,2,2,4,274,30, , , , , , , , , , , , , ,1,5,9,3, ,2,2,2,2,2,2,10,7,1,274,900, , , , , , ,1174,1174,1,204.639450073242
2022,09,17321,1,0050,1,3,1,1,202103173211005013,3,1,2, ,2,22,3,3,17,7,2000,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,9111,9700,6, ,1,1,0,4,4,3,3,3,0,17,1, ,2,2,4,740,20, , , , , , , , , , , , , ,1,5,10,3, ,2,2,2,2,2,2,10,7,1,740,20, , , , , , ,760,760,1,1379.06494140625
2022,09,17321,1,0050,1,4,1,1,202209173211005014,4,1,2, ,2,21,4,4,2,3,2001,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , , , ,1,6,8,2, ,2,2,2,2,2,2,10,1,4, , , , , , , , , , ,1,476.029724121094
2022,09,17321,1,0051,1,1,1,1,202103173211005111,1,1,2, ,2,72,1,1,23,8,1950,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2, , , , ,1,1,8,2, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , ,1,272.483428955078
2022,09,17321,1,0125,1,1,1,1,202103173211012511,1,1,2, ,1,46,1,1,2,4,1976,1, , , , , , , , , , , , , , ,7212,4100,3,5,1,10,0,10,10,10,10,10,9,59,1, ,2,2,4,2031, , , , , , , , , , , , , , ,1,1,5,1, ,2,2,2,2,2,2,1,5,1,2031, , , , , , , ,2031,2031,1,282.750152587891
2022,09,17321,1,0126,1,1,1,1,202103173211012613,1,1,2, ,1,30,1,3,1,11,1991,1, , , , , , , , , , , , , , ,3113,3510,3,5,5,501,0,8,8,8,8,8,8,48,1, ,1,2,4,1174, , , , , , , , , , , , , , ,1,1,9,3, ,2,2,2,2,2,2,10,7,1,1174, , , , , , , ,1174,1174,1,204.639450073242
2022,09,17321,1,0126,1,2,1,1,202103173211012614,7,1,2, ,1,25,2,2,3,12,1996,1, , , , , , , , , , , , , , ,9313,4100,3,5,1,4,0,11,11,0,0,0,0,50,2,50,2,2,4,650, , , , , , , , , , , , , , ,1,5,5,4, ,2,2,2,2,2,2,10,7,1,650, , , , , , , ,650,650,1,262.984832763672
2022,09,17321,1,0126,1,3,1,1,202103173211012615,7,1,2, ,1,23,3,3,22,5,1999,1, , , , , , , , , , , , , , ,9313,4100,3,5,1,3,10,0,10,10,10,10,10,60,1, ,2,2,4,1246, , , , , , , , , , , , , , ,1,5,6,5, ,2,2,2,2,2,2,10,7,1,1246, , , , , , , ,1246,1246,1,196.667236328125
2022,10,17322,1,0090,1,1,1,1,202107173221009011,1,1,2, ,2,53,1,1,31,3,1969,1, , , , , , , , , , , , , , ,9121,9601,2, ,1,1,0,0,0,0,0,0,2,2,1, ,1,1, , , , , , , , , , , , , , , , ,1,5,1, , ,2,2,2,2,2,2,10,7,1, , ,130, , , , , ,130,130,1,321.216461181641
