pano,pmes,conglome,submuestra,vivienda,hogar,codperso,dominio,estrato,codpanel,p103,p104,p105,p106,p107,p108,p109a,p109b,p109c,p200n,p200i,p200a,p200b,p200bb,p200c,p200d,p200dd,p200e,p200f,p200g,p201,p202,p203,p204,p2041,p2042,p2043,p2044,p2045,p2046,p2047,p2048,p2049,p20410,p20411,p204a,p205a,p206,P206AA,p207a,p207b,p208b1,p208b2,p208b3,p209a,p209b,p209c,p209d,p209e,p209f,p209g,p209t,p209bb,p209cc,p209h,p209ee,p210,p211a,p211b,p212a,p212b,p212c,p212d,p212e,p213,p214,p215,p216,p217,p218,p219,p220,p222,P223A1,P223A2,P223A3,P223A4,P223A5,P223A6,P223A7,P224,P225,ocu200,i211a,i211b,i212a,i212b,i212c,i212d,ingtot,ingprin,resident,fa_mjj22
2022,05,017862,005,0158,11,07,8,1,21051106,10,1,2, ,1,7,3, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,05,017870,005,0135,11,01,8,1,21051101,1,1,2, ,2,75,4,5, ,1,1,1,5,2022,7,5,2022,30,11,1946,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , ,0, ,1,5,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,189.838968963857
2022,05,017870,005,0135,11,02,8,1,21051102,3,1,2, ,2,39,6,5, ,2,2,24,4,2022,30,4,2022,5,2,1983,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,3,16,1,5,0,0,0,0,0,0,1,6,4,2, , , , , , , , ,1,257.721895492877
2022,05,017870,005,0135,11,03,8,1,21051103,3,1,2, ,1,34,9,4, ,3,3,1,5,2022,7,5,2022,24,2,1988,1, , , , , , , , , , , , , , ,381,4659,3,5,1,35,99,2,2016,0,8,8,8,8,8,8,48,1, ,1,2,4,2000,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,7,4,1,2000,0, , , , ,2000,2000,1,267.491230652754
2022,05,017870,005,0136,11,01,8,1,21051101,1,1,2, ,1,85,6,5, ,1,3,24,4,2022,30,4,2022,26,3,1937,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2, , ,0, ,1,1,0,0,0,0,0,0,1,5,4,4, , , , , , , , ,1,211.088498589317
2022,05,017870,005,0136,11,02,8,1,21051102,2,1,2, ,2,85,10,5, ,2,3,24,4,2022,30,4,2022,2,3,1937,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,2, , ,0, ,1,1,1,0,0,0,0,0,0,6,4,4, , , , , , , , ,1,189.838968963857
2022,05,017870,005,0136,11,03,8,1,21051103,3,1,2, ,2,66,6,5, ,3,3,24,4,2022,30,4,2022,28,7,1955,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , ,0, ,1,1,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,189.838968963857
2022,05,017870,005,0137,11,01,8,1,21051101,1,1,2, ,1,62,10,5, ,1,0,1,5,2022,7,5,2022, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,1,0
2022,05,017870,005,0137,11,02,8,1,21051102,2,1,2, ,2,61,6,5, ,2,0,1,5,2022,7,5,2022, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,1,0
2022,05,017870,005,0137,11,03,8,1,21051103,3,1,2, ,2,25,9,4, ,3,4,1,5,2022,7,5,2022,5,5,1997,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,7,10,2,2,0,0,0,0,0,0,1,7,4,2, , , , , , , , ,1,257.721895492877
2022,05,017870,005,0137,11,04,8,1,21051104,3,1,2, ,1,19,9,2, ,4,4,24,4,2022,30,4,2022,20,9,2002,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , ,0, ,2,2,0,0,0,0,0,0,1,7,4,4, , , , , , , , ,1,239.357027826017
2022,05,017870,005,0138,11,01,8,1,21051101,1,1,2, ,2,84,6,5, ,1,1,24,4,2022,30,4,2022,3,5,1938,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2, , ,0, ,1,1,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,189.838968963857
2022,05,017870,005,0138,11,02,8,1,22051102,3,1,2, ,1,49,10,5, ,2,0,24,4,2022,30,4,2022, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,1,0
2022,05,017985,005,0150,11,01,8,1,21051101,1,1,2, ,2,79,3,4, ,1,2,15,5,2022,21,5,2022,3,7,1942,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,9,2, , ,0, ,1,5,1,0,0,0,0,0,0,6,4,4, , , , , , , , ,1,316.398281606428
2022,05,017985,005,0150,11,02,8,1,21051102,3,1,2, ,1,41,8,3, ,2,2,15,5,2022,21,5,2022,1,7,1980,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,1,2, , , ,1,6,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,445.818717754589
2022,05,017985,005,0153,11,01,8,1,21051101,1,1,2, ,1,77,4,5, ,1,1,15,5,2022,21,5,2022,13,3,1945,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , ,0, ,1,6,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,351.814164315528
2022,05,017985,005,0153,11,02,8,1,21051102,2,1,2, ,2,60,5,1, ,2,2,15,5,2022,21,5,2022,20,3,1962,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2, ,0, ,1,6,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,316.398281606428
2022,05,017985,005,0153,11,03,8,1,21051103,3,1,2, ,2,36,5,2, ,3,3,15,5,2022,21,5,2022,17,6,1985,1, , , , , , , , , , , , , , ,942,8129,4,4,2, ,2,1,2020,8,0,8,8,8,8,8,48,1, ,2,2,4,1300,0, , , , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1,1300,0, , , , ,1300,1300,1,429.536492488129
2022,05,017985,005,0153,11,04,8,1,21051104,10,1,2, ,1,18,5,1, ,4,4,15,5,2022,21,5,2022,10,5,2004,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,3,1,1,6,0,0,0,0,0,0,1,6,4,2, , , , , , , , ,1,398.928379710028
2022,05,017985,005,0153,11,05,8,1,21051105,10,1,2, ,2,18,5,4, ,5,5,15,5,2022,21,5,2022,10,5,2004,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , ,0, ,1,6,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,421.272566211259
2022,05,017985,005,0153,11,06,8,1,21051106,10,1,2, ,1,10,3, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,05,017985,005,0153,11,07,8,1,21051107,10,1,2, ,2,8,3, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,05,017985,005,0153,11,08,8,1,21051108,3,1,2, ,2,31,6,5, ,8,8,15,5,2022,21,5,2022,16,4,1991,1, , , , , , , , , , , , , , ,572,4661,3,5,1,4,99,99,2019,8,8,8,8,0,8,8,48,1, ,1,2,4,1200,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,1200,0, , , , ,1200,1200,1,429.536492488129
2022,05,017985,005,0153,11,09,8,1,21051109,10,1,2, ,2,8,3, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,05,017985,005,0154,11,01,8,1,21051101,1,1,2, ,1,48,7,2, ,1,1,22,5,2022,28,5,2022,8,8,1973,1, , , , , , , , , , , , , , ,885,5320,4,5,2, ,99,99,2015,0,8,8,8,8,8,5,45,1, ,1,2,4,1800,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,1,4,1,1800,0, , , , ,1800,1800,1,351.814164315528
2022,05,017985,005,0154,11,02,8,1,21051102,2,1,2, ,2,40,5,3, ,2,2,22,5,2022,28,5,2022,4,11,1981,1, , , , , , , , , , , , , , ,942,8121,4,5,2, ,99,99,2014,8,0,8,8,8,8,8,48,1, ,2,2,4,1200,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,1200,0, , , , ,1200,1200,1,429.536492488129
2022,05,017985,005,0154,11,03,8,1,21051103,3,1,2, ,2,23,9,3, ,3,3,22,5,2022,28,5,2022,30,1,1999,1, , , , , , , , , , , , , , ,247,8510,3,5,1,15,1,3,2022,0,8,8,10,8,8,0,42,1, ,1,2,4,1300,0, , ,60,0,0, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,1300,0, , ,60,0,1360,1300,1,421.272566211259
2022,05,017985,005,0154,11,04,8,1,21051104,3,1,2, ,1,17,7,1, ,4,4,22,5,2022,28,5,2022,21,6,2004,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , ,0, ,1,1,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,398.928379710028
2022,05,017985,005,0154,11,05,8,1,21051105,3,1,2, ,2,6,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,05,017985,005,0155,11,01,8,1,21051101,1,1,2, ,2,42,5,2, ,1,1,15,5,2022,21,5,2022,29,5,1979,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , , , ,1,6,0,0,0,0,0,0,1,1,4,4, , , , , , , , ,1,429.536492488129
2022,05,017985,005,0155,11,02,8,1,21051102,3,1,2, ,1,22,6,5, ,2,2,15,5,2022,21,5,2022,12,10,1999,1, , , , , , , , , , , , , , ,572,4711,3,5,1,3,1,5,2022,0,9,9,9,9,9,9,54,1, ,1,1,2,220,84, , , , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1,953,364, , , , ,1317,1317,1,398.928379710028
2022,05,017985,005,0155,11,03,8,1,21051103,3,1,2, ,2,8,3, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,05,017985,005,0155,11,04,8,1,21051104,3,1,2, ,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,05,018014,005,0148,11,01,8,1,21051101,1,1,2, ,1,42,10,6, ,1,1,24,4,2022,30,4,2022,15,5,1979,1, , , , , , , , , , , , , , ,254,6910,2, ,1,1,99,99,2004,0,8,8,8,8,8,0,40,1, ,1,2, , , ,2000,0, , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,1,4,1, , ,2000,0, , ,2000,2000,1,245.200294765024
2022,05,018014,005,0149,11,01,8,1,21051101,1,1,2, ,1,49,6,5, ,1,1,24,4,2022,30,4,2022,2,1,1973,1, , , , , , , , , , , , , , ,785,2511,2, ,1,1,99,99,2002,0,8,8,8,8,8,8,48,1, ,1,2, , , ,2500,0, , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1, , ,2500,0, , ,2500,2500,1,193.49779037354
2022,05,018014,005,0149,11,02,8,1,21051102,2,1,2, ,2,44,8,3, ,2,2,1,5,2022,7,5,2022,19,5,1977,1, , , , , , , , , , , , , , ,337,5229,3,5,1,15,99,99,2000,0,9,9,9,9,9,3,48,1, ,1,2,3,900,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,1800,0, , , , ,1800,1800,1,236.245070868471
2022,05,018014,005,0149,11,03,8,1,21051103,3,1,2, ,2,17,6,5, ,3,3,24,4,2022,30,4,2022,23,6,2004,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , ,0, ,2,1,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,231.699911416193
2022,05,018014,005,0149,11,04,8,1,22051104,3,1,2, ,1,10,3, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,05,018014,005,0150,11,01,8,1,21051101,1,1,2, ,1,72,9,2, ,1,1,24,4,2022,30,4,2022,8,12,1949,2,2,2, ,2,2,2,2,2,2,2,2,1,2,2,572,4711,5,5,1,2,99,99,2017,4,4,4,4,4,4,4,28,1, ,2,2, , , , , , , , , , , , , , , , ,5,0,0,0,0,0,0,1,6,4,1, , , , , , ,0,0,1,193.49779037354
2022,05,018014,005,0150,11,02,8,1,21051102,2,1,2, ,2,68,6,5, ,2,2,24,4,2022,30,4,2022,23,12,1953,1, , , , , , , , , , , , , , ,572,4711,2, ,1,2,99,99,2017,5,5,5,5,5,5,5,35,1, ,1,2, , , ,450,0, , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1, , ,450,0, , ,450,450,1,174.019054883535
2022,05,018014,005,0151,11,01,8,1,22051101,1,1,2, ,1,52,8,3, ,1,1,24,4,2022,30,4,2022,18,11,1969,1, , , , , , , , , , , , , , ,919,4789,2, ,1,1,99,99,2002,0,12,0,12,0,12,0,36,2,60,1,2, , , ,5000,0, , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1, , ,5000,0, , ,5000,5000,1,193.49779037354
2022,05,018014,005,0151,11,02,8,1,22051102,3,1,2, ,2,15,5,3, ,2,2,24,4,2022,30,4,2022,13,2,2007,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , ,0, ,2,6,0,0,0,0,0,0,1,8,4,4, , , , , , , , ,1,231.699911416193
2022,05,018014,005,0151,11,03,8,1,22051103,3,1,2, ,2,11,3, ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,05,018014,005,0151,11,04,8,1,22051104,3,1,2, ,2,10,3, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,05,018088,005,0101,11,01,8,1,21051101,1,1,2, ,1,73,6,5, ,1,1,24,4,2022,30,4,2022,31,1,1949,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2, , ,0, ,1,1,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,175.907082157764
2022,05,018088,005,0101,11,02,8,1,21051102,2,1,2, ,2,66,6,5, ,2,2,24,4,2022,30,4,2022,11,7,1955,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , ,0, ,1,1,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,158.199140803214
2022,05,018088,005,0101,11,03,8,1,21051103,3,1,2, ,1,44,6,5, ,3,3,24,4,2022,30,4,2022,7,11,1977,1, , , , , , , , , , , , , , ,885,4921,1, ,1,2,99,99,2012,0,0,8,0,0,8,0,16,2,32,1,2, , , ,1300,0, , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1, , ,1300,0, , ,1300,1300,1,222.909358877295
2022,05,018088,005,0101,11,04,8,1,21051104,10,1,2, ,2,22,6,5, ,4,4,24,4,2022,30,4,2022,27,9,1999,1, , , , , , , , , , , , , , ,455,8220,3,5,2, ,99,99,2018,0,8,8,8,8,8,8,48,1, ,1,2,4,1250,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,1250,0, , , , ,1250,1250,1,210.63628310563
2022,05,018088,005,0102,11,01,8,1,21051101,1,1,2, ,2,57,6,5, ,1,1,24,4,2022,30,4,2022,18,11,1964,1, , , , , , , , , , , , , , ,942,8121,2, ,1,1,99,99,2002,0,0,0,6,0,6,6,18,2,30,2,2, , , ,1000,160, , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1, , ,1000,160, , ,1160,1160,1,158.199140803214
2022,05,018088,005,0102,11,02,8,1,21051102,3,1,1, ,1,32,9,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022,05,018088,005,0103,11,01,8,1,22051101,1,1,2, ,2,44,8,3, ,1,1,1,5,2022,7,5,2022,24,4,1978,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2, ,0, ,1,6,0,0,0,0,0,0,1,3,4,4, , , , , , , , ,1,214.768246244064
2022,05,018088,005,0103,11,02,8,1,22051102,3,1,2, ,2,17,6,5, ,2,2,1,5,2022,7,5,2022,6,3,2005,2,2,2, ,2,2,1,2,2,2,2,2,2,2,2,766,1071,2, ,1,1,15,12,2021,0,0,0,8,0,0,0,8,2,16,1,1, , , ,348,0, , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,3,4,1, , ,348,0, , ,348,348,1,210.63628310563
2022,05,018088,005,0103,11,03,8,1,22051103,3,1,2, ,2,14,5,2, ,3,3,1,5,2022,7,5,2022,17,9,2007,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , ,0, ,2,6,0,0,0,0,0,0,1,3,4,4, , , , , , , , ,1,210.63628310563
2022,05,018088,005,0104,11,01,8,1,22051101,1,1,2, ,2,54,6,5, ,1,1,15,5,2022,21,5,2022,23,8,1967,1, , , , , , , , , , , , , , ,922,4782,2, ,1,1,99,99,2015,8,0,8,8,8,8,8,48,1, ,2,2, , , ,600,0, , ,1, , , , , , , , ,5,0,0,0,0,0,0,1,6,4,1, , ,600,0, , ,600,600,1,158.199140803214
2022,05,018088,005,0104,11,02,8,1,22051102,3,1,2, ,1,28,7,1, ,2,2,15,5,2022,21,5,2022,15,4,1994,1, , , , , , , , , , , , , , ,455,8220,3,5,2, ,15,1,2022,8,8,8,8,0,8,8,48,1, ,1,2,4,930,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,930,0, , , , ,930,930,1,222.909358877295
2022,05,018220,005,0141,11,01,8,1,21051101,1,1,2, ,1,37,8,3, ,1,1,8,5,2022,14,5,2022,24,2,1985,1, , , , , , , , , , , , , , ,572,4773,3,5,2, ,99,99,2019,0,8,8,8,8,8,8,48,1, ,1,2,4,1200,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,1200,0, , , , ,1200,1200,1,401.23684597913
2022,05,018220,005,0141,11,02,8,1,21051102,2,1,2, ,2,34,6,5, ,2,2,8,5,2022,14,5,2022,2,9,1987,1, , , , , , , , , , , , , , ,247,8510,3,2,2, ,1,3,2022,0,6,6,6,6,6,0,30,1, ,1,2,4,600,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,4,4,1,600,0, , , , ,600,600,1,386.582843239316
2022,05,018220,005,0141,11,03,8,1,21051103,3,1,2, ,1,8,3, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,05,018220,005,0141,11,04,8,1,21051104,3,1,2, ,1,6,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,05,018220,005,0142,11,01,8,1,21051101,1,1,2, ,1,49,6,5, ,1,1,8,5,2022,14,5,2022,30,4,1973,1, , , , , , , , , , , , , , ,421,1050,3,5,1,6,1,3,2022,0,8,8,8,8,8,0,40,1, ,1,2,4,1200,0, , , , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1,1200,0, , , , ,1200,1200,1,316.632747883975
2022,05,018220,005,0142,11,02,8,1,21051102,2,1,2, ,2,46,6,5, ,2,2,8,5,2022,14,5,2022,24,8,1975,1, , , , , , , , , , , , , , ,941,9700,6, ,1,2,1,8,2021,0,8,8,8,8,8,8,48,1, ,1,1,4,930,364, , , , ,1, , , , , , , , ,5,0,0,0,0,0,0,1,6,4,1,930,364, , , , ,1294,1294,1,284.758453445785
2022,05,018220,005,0142,11,03,8,1,21051103,3,1,2, ,1,22,6,5, ,3,3,8,5,2022,14,5,2022,30,7,1999,1, , , , , , , , , , , , , , ,455,8220,3,5,2, ,1,3,2022,0,8,8,8,8,8,0,40,1, ,1,2,4,1000,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,1000,0, , , , ,1000,1000,1,359.035541739025
2022,05,018220,005,0142,11,04,8,1,21051104,3,1,2, ,2,18,5,4, ,4,4,8,5,2022,14,5,2022,11,3,2004,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , ,0, ,1,6,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,379.145309590133
2022,05,018220,005,0142,11,05,8,1,21051105,3,1,2, ,2,12,3, ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,05,018220,005,0144,11,01,8,1,21051101,1,1,2, ,2,73,4,5, ,1,1,1,5,2022,7,5,2022,9,2,1949,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,9,2, , ,0, ,1,6,0,0,0,0,0,0,1,1,1,4, , , , , , , , ,1,284.758453445785
2022,05,018220,005,0144,11,02,8,1,21051102,3,1,2, ,2,47,10,6, ,2,2,1,5,2022,7,5,2022,17,11,1974,1, , , , , , , , , , , , , , ,381,6910,3,5,1,3,99,99,2019,0,0,8,8,8,8,10,42,1, ,1,2,4,1200,130, , ,150,0,0, , , , , , , , ,5,0,0,0,0,0,0,1,6,4,1,1200,130, , ,150,0,1480,1330,1,284.758453445785
2022,05,018220,005,0144,11,03,8,1,21051103,10,1,2, ,1,19,6,5, ,3,3,1,5,2022,7,5,2022,19,11,2002,1, , , , , , , , , , , , , , ,766,1071,2, ,1,1,22,4,2022,0,4,0,4,4,0,0,12,1, ,1,2, , , ,450,0, , ,1, , , , , , , , ,5,0,0,0,0,0,0,1,6,4,1, , ,450,0, , ,450,450,1,359.035541739025
2022,05,018220,005,0144,11,04,8,1,21051104,10,1,2, ,2,10,3, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
