ANIO,MES,CONGLOMERADO,MUESTRA,SELVIV,HOGAR,C201,REGION,ESTRATO,LLAVE_PANEL,C203,C204,C205,C206,C207,C208,C300n,NROINF,C301_DIA,C301_MES,C301_ANIO,C303,C304,C305,C306_1,C306_2,C306_3,C306_4,C306_5,C306_6,C306_7,C306_8,C306_9,C306_10,C306_10A,C306_11,C308_COD,C309_COD,C310,C311,C317,C317A,C318_1,C318_2,C318_3,C318_4,C318_5,C318_6,C318_7,whoraT,C330,C331,P209H,C335,C338,C339_1,C341_T,C342,C344,C345_1,C348,C347_T,C350,C352,C353,C354,C355,C356,C357_I,C358,C359,SEGURO1,C366,C366_1,C366_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,OCUP300,fa_nde23,I339_1,D341_T,I342,D344,I345_1,I348,D347_T,D350,INGTOT,INGTOTP,RESIDENT
2022,11,17446,1,0021,1,1,1,1,202202174461002111,1,1,2, ,2,70,1,1,21,10,1952,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , , , ,1,5,6,5, ,2,2,2,2,2,2,10,7,4,317.214257, , , , , , , , , , ,1
2022,11,1744801,1,0053,1,1,1,1,20210817448011005311,1,1,2, ,1,33,1,1,6,9,1989,1, , , , , , , , , , , , , , ,4321,4641,3,5,5,9998,0,8,8,8,8,8,8,48,1, ,2,2,4,1800, , , , , , , , , , , , , , ,1,1,9,3, ,2,2,2,2,2,2,10,7,1,414.637101,1800, , , , , , , ,1800,1800,1
2022,11,1744801,1,0053,1,2,1,1,20210817448011005312,2,1,2, ,2,35,2,2,5,7,1987,1, , , , , , , , , , , , , , ,3221,8620,3,5,3,100,0,8,8,8,8,8,5,45,1, ,2,2,4,1800, , , , , , , , , , , , , , ,1,1,9,3, ,2,2,2,2,2,2,10,7,1,391.810155,1800, , , , , , , ,1800,1800,1
2022,11,1744801,1,0053,1,3,1,1,20210817448011005313,3,1,2, ,2,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2022,11,1744801,1,0053,1,4,1,1,20210817448011005314,3,1,2, ,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2022,11,1744801,1,0053,1,5,1,1,20210817448011005315,3,1,2, ,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2022,11,1744801,1,0053,1,6,1,1,20210817448011005316,6,1,2, ,2,76,6,6,25,3,1946,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,8,2, , , , ,1,5,9,3, ,2,2,2,2,2,2,10,9,4,305.632796, , , , , , , , , , ,1
2022,11,1744801,1,0054,1,1,1,1,20210817448011005411,1,1,2, ,1,45,1,1,17,11,1977,1, , , , , , , , , , , , , , ,4416,4923,3,5,3,100,0,8,8,8,8,8,8,48,1, ,2,2,4,2000, , , , , , , , , , , , , , ,1,1,9,3, ,2,2,2,2,2,2,10,7,1,332.013017,2000, , , , , , , ,2000,2000,1
2022,11,1744801,1,0054,1,2,1,1,20210817448011005412,2,1,2, ,2,41,2,2,6,8,1981,1, , , , , , , , , , , , , , ,9321,1050,3,5,5,550,8,0,8,8,8,8,8,48,1, ,2,2,4,972, , , , , , , , , , , , , , ,1,1,6,5, ,2,2,2,2,2,2,10,7,1,391.810155,972, , , , , , , ,972,972,1
2022,11,1744801,1,0054,1,3,1,1,20210817448011005413,3,1,2, ,2,25,3,3,4,7,1997,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,1,2, , , ,1,1,8,2, ,2,2,2,2,2,2,10,7,4,391.810155, , , , , , , , , , ,1
2022,11,1744801,1,0054,1,4,1,1,20210817448011005414,3,1,2, ,2,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2022,11,1744801,1,0054,1,5,1,1,20210817448011005415,3,1,2, ,2,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2022,11,1744801,1,0054,1,6,1,1,20210817448011005416,3,1,2, ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2022,11,1744801,1,0055,1,1,1,1,20210817448011005511,1,1,2, ,1,75,1,1,26,9,1947,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,8,2, , , , ,1,5,6,5, ,2,2,2,2,2,2,10,9,4,332.013017, , , , , , , , , , ,1
2022,11,1744801,1,0055,1,2,1,1,20210817448011005512,2,1,2, ,2,74,2,2,30,7,1948,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,8,1,1,13,1,2,1,5,6,5, ,2,2,2,2,2,2,10,9,2,305.632796, , , , , , , , , , ,1
2022,11,1744801,1,0055,1,3,1,1,20210817448011005513,3,1,2, ,2,52,3,3,2,2,1970,1, , , , , , , , , , , , , , ,5221,4641,3,5,3,100,0,8,8,8,8,8,8,48,1, ,2,2,4,2000, , , , , , , , , , , , , , ,1,1,9,3, ,2,2,2,2,2,2,10,7,1,305.632796,2000, , , , , , , ,2000,2000,1
2022,11,1744801,1,0056,1,1,1,1,20210817448011005611,1,1,2, ,1,53,1,1,7,5,1969,1, , , , , , , , , , , , , , ,8322,4922,2, ,1,1,10,8,8,8,8,8,10,60,1, ,2,2, , , ,1800, , , , , , , , , , , , ,1,5,6,5, ,2,2,2,2,2,2,10,7,1,332.013017, , ,1800, , , , , ,1800,1800,1
2022,11,17459,1,0027,1,1,1,1,202211174591002711,1,1,2, ,2,38,1,1,25,8,1984,1, , , , , , , , , , , , , , ,5120,8890,3,2,5,9998,0,4,4,0,4,4,0,20,2,20,2,2,5, ,80, , , , , , , , , , , , , ,1,6,9,3, ,2,2,2,2,2,2,10,7,1,389.315993, ,346, , , , , , ,346,346,1
2022,11,17459,1,0027,1,2,1,1,202211174591002712,3,1,2, ,2,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2022,11,17459,1,0027,1,3,1,1,202211174591002713,3,1,2, ,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2022,11,17459,1,0027,1,4,1,1,202211174591002714,6,1,2, ,1,61,4,4,26,12,1960,1, , , , , , , , , , , , , , ,8331,4921,2, ,1,1,0,4,4,4,5,4,5,26,1, ,2,2, , , ,1000, , , , , , , , , , , , ,1,5,5,3, ,2,2,2,2,2,2,10,7,1,329.899508, , ,1126, , , , , ,1126,1126,1
2022,11,17459,1,0027,1,5,1,1,202211174591002715,6,1,2, ,2,66,5,5,19,5,1956,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , , , ,1,5,4,5, ,2,2,2,2,2,2,10,7,4,303.687217, , , , , , , , , , ,1
2022,11,17459,1,0028,1,1,1,1,202211174591002812,1,1,2, ,2,44,1,1,12,10,1978,1, , , , , , , , , , , , , , ,2221,8610,3,2,5,9998,12,0,0,12,0,12,0,36,1, ,2,2,4,1200, , , , , , , , , , , , , , ,1,1,11,5, ,2,2,2,2,2,2,10,7,1,389.315993,1200, , , , , , , ,1200,1200,1
2022,11,17459,1,0028,1,2,1,1,202211174591002811,2,1,1, ,1,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
2022,11,17459,1,0028,1,3,1,1,202211174591002813,3,1,2, ,1,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2022,11,17459,1,0028,1,4,1,1,202211174591002814,3,1,2, ,1,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2022,11,17459,1,0029,1,1,1,1,202211174591002911,1,1,2, ,1,53,1,1,15,2,1969,1, , , , , , , , , , , , , , ,9333,5224,3,5,5,998,0,8,8,8,8,8,8,48,1, ,2,2,4,1025, , , , , , , , , , , , , , ,1,1,6,5, ,2,2,2,2,2,2,10,5,1,329.899508,1025, , , , , , , ,1025,1025,1
2022,11,17459,1,0029,1,2,1,1,202211174591002912,2,1,2, ,2,64,2,2,5,7,1958,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , , , ,1,5,6,5, ,2,2,2,2,2,2,10,7,4,303.687217, , , , , , , , , , ,1
2022,11,17459,1,0029,1,3,1,1,202211174591002913,8,1,2, ,2,18,3,3,10,3,2004,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , , , ,1,5,6,5, ,2,2,2,2,2,2,10,7,4,413.060037, , , , , , , , , , ,1
2022,11,17459,1,0030,1,1,1,1,202211174591003011,1,1,2, ,1,50,1,1,16,8,1972,2,1, , , , , , , , , , , , , ,7411,1312,3,5,4,150,0,0,0,0,0,0,0,66,2,66,2,2,4,2900, , , , , , , , , , , , , , ,1,1,6,5, ,2,2,2,2,2,2,10,7,1,329.899508,2900, , , , , , , ,2900,2900,1
2022,11,17459,1,0030,1,2,1,1,202211174591003012,2,1,2, ,2,54,2,2,24,11,1967,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2, , , ,1,1,6,5, ,2,2,2,2,2,2,10,7,4,303.687217, , , , , , , , , , ,1
2022,11,17459,1,0030,1,3,1,1,202211174591003013,3,1,2, ,1,25,3,3,25,6,1997,2,1, , , , , , , , , , , , , ,5244,4661,3,5,5,998,0,0,0,0,0,0,0,48,2,48,2,2,4,1900, , , , , , , , , , , , , , ,1,1,8,1, ,2,2,2,2,2,2,10,7,1,411.997629,1900, , , , , , , ,1900,1900,1
2022,11,17459,1,0030,1,4,1,1,202211174591003014,4,1,2, ,2,24,4,4,2,1,1998,1, , , , , , , , , , , , , , ,4417,7730,3,5,1,10,0,8,8,8,8,8,5,45,1, ,2,2,2,270,12, , , , , , , , , , , , , ,1,5,9,3, ,2,2,2,2,2,2,10,7,1,413.060037,1169,360, , , , , , ,1529,1529,1
2022,11,17459,1,0030,1,5,1,1,202211174591003015,5,1,2, ,1,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2022,11,17459,1,0030,1,6,1,1,202211174591003016,5,1,2, ,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2022,11,1748102,1,0091,1,1,1,1,20221117481021009111,1,1,2, ,2,55,1,1,2,10,1967,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2, , , , ,1,1,9,3, ,2,2,2,2,2,2,10,7,4,303.687217, , , , , , , , , , ,1
2022,11,1748102,1,0092,1,1,1,1,20221117481021009211,1,1,2, ,2,59,1,1,24,9,1963,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2, , , ,1,5,6,5, ,2,2,2,2,2,2,10,7,4,303.687217, , , , , , , , , , ,1
2022,11,1748102,1,0092,1,2,1,1,20221117481021009212,3,1,2, ,2,33,2,1,11,11,1989,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,2, , , , ,2,5,1, , ,2,2,1,1,2,1,10,9,4,389.315993, , , , , , , , , , ,1
2022,11,1748102,1,0094,1,1,1,1,20221117481021009411,1,1,2, ,1,63,1,2,4,4,1959,1, , , , , , , , , , , , , , ,8332,4923,3,5,2,30,0,9,9,9,9,9,9,54,1, ,2,2,4,1200, , , , , , , , , , , , , , ,1,1,6,5, ,2,2,2,2,2,2,10,7,1,329.899508,1200, , , , , , , ,1200,1200,1
2022,11,1748102,1,0094,1,2,1,1,20221117481021009412,2,1,2, ,2,63,2,2,10,4,1959,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , , , ,1,1,6,5, ,2,2,2,2,2,2,10,7,4,303.687217, , , , , , , , , , ,1
2022,11,1748102,1,0095,1,1,1,1,20221117481021009511,1,1,2, ,2,71,1,1,1,4,1951,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , , , ,1,1,6,5, ,2,2,2,2,2,2,10,7,4,303.687217, , , , , , , , , , ,1
2022,11,1748102,1,0095,1,2,1,1,20221117481021009512,3,1,2, ,2,29,2,2,3,8,1993,1, , , , , , , , , , , , , , ,4417,8530,3,5,5,1000,0,8,8,8,8,8,4,44,1, ,2,2,4,1500, , , , , , , , , , , , , , ,2,1,10,1, ,2,2,2,2,2,2,10,7,1,389.315993,1500, , , , , , , ,1500,1500,1
2022,11,1748102,1,0095,1,3,1,1,20221117481021009513,4,1,2, ,1,31,3,3,30,6,1991,1, , , , , , , , , , , , , , ,8142,2220,3,5,5,1000,8,8,8,0,8,8,8,48,1, ,2,2,4,1200, , , , , , , , , , , , , , ,1,1,6,5, ,2,2,2,2,2,2,10,7,1,411.997629,1200, , , , , , , ,1200,1200,1
2022,11,17491,1,0052,1,1,1,1,202105174911005211,1,1,2, ,2,44,1,1,1,10,1978,1, , , , , , , , , , , , , , ,9533,4799,2, ,1,1,1,2,2,2,2,2,2,13,1, ,2,2, , , ,250,50, , , , , , , , , , , ,1,1,5,3, ,2,2,2,2,2,2,10,7,1,389.315993, , ,220,50, , , , ,270,270,1
2022,11,17491,1,0052,1,2,1,1,202105174911005212,3,1,2, ,2,25,2,2,10,10,1997,2,1, , , , , , , , , , , , , ,5212,4761,3,5,1,13,0,0,0,0,0,0,0,30,2,30,2,2,4,730, , , , , , , , , , , , , , ,1,5,10,3, ,2,2,2,2,2,2,10,7,1,389.315993,730, , , , , , , ,730,730,1
2022,11,17491,1,0052,1,3,1,1,202105174911005214,3,1,2, ,2,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2022,11,17491,1,0053,1,1,1,1,202105174911005311,1,1,2, ,1,50,1,1,18,10,1972,1, , , , , , , , , , , , , , ,8183,5210,3,5,5,1500,12,12,0,12,12,0,0,48,1, ,2,2,4,2000,30, , , , , , , , , , , , , ,1,3,6,5, ,2,2,2,2,2,2,10,7,1,329.899508,2000,130, , , , , , ,2130,2130,1
2022,11,17491,1,0053,1,2,1,1,202105174911005312,2,1,2, ,2,48,2,2,20,1,1974,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,1,13,1,2,1,1,6,5, ,2,2,2,2,2,2,10,7,2,303.687217, , , , , , , , , , ,1
2022,11,17491,1,0053,1,3,1,1,202105174911005313,3,1,2, ,1,23,3,3,12,10,1999,1, , , , , , , , , , , , , , ,4321,5210,3,5,3,60,0,8,8,8,8,8,8,48,1, ,2,2,4,1500, , , , , , , , , , , , , , ,1,1,10,3, ,2,2,2,2,2,2,10,7,1,400.792258,1500, , , , , , , ,1500,1500,1
2022,11,17491,1,0053,1,4,1,1,202105174911005314,3,1,2, ,1,18,4,4,16,7,2004,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , , , ,2,6,10,1, ,2,2,2,2,2,2,10,7,4,400.792258, , , , , , , , , , ,1
2022,11,17491,1,0054,1,1,1,1,202105174911005411,1,1,2, ,2,43,1,1,25,2,1979,1, , , , , , , , , , , , , , ,5243,4791,2, ,1,1,2,2,2,2,2,2,2,14,1, ,1,2, , , ,483, , , , , , , , , , , , ,1,5,9,3, ,2,2,2,2,2,2,10,7,1,389.315993, , ,483, , , , , ,483,483,1
2022,11,17491,1,0054,1,2,1,1,202105174911005412,3,1,2, ,1,15,2,2,29,7,2007,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , , , ,1,1,5,2, ,2,2,2,2,2,2,10,8,4,400.792258, , , , , , , , , , ,1
2022,11,17491,1,0054,1,3,1,1,202105174911005413,8,1,2, ,2,39,3,99, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , ,1
2022,11,17491,1,0054,1,4,1,1,202105174911005414,8,1,2, ,2,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2022,11,17491,1,0054,1,5,1,1,202208174911005415,8,1,2, ,2,18,5,5,8,6,2004,1, , , , , , , , , , , , , , ,9535,4799,2, ,1,1,2,0,0,2,0,0,0,4,1, ,2,2, , , ,120, , , , , , , , , , , , ,2,5,10,1, ,2,2,2,2,2,2,10,7,1,413.060037, , ,130, , , , , ,130,130,1
2022,11,17491,1,0144,1,1,1,1,202105174911014411,1,1,2, ,1,36,1,1,12,2,1986,1, , , , , , , , , , , , , , ,8322,4730,3,5,2,50,0,9,9,9,9,9,5,56,1, ,2,2,4,2000, , , , ,1000, , , , , , , , , ,1,1,6,5, ,2,2,2,2,2,2,10,7,1,411.997629,2000, , , , ,1000, , ,3000,2000,1
2022,11,17491,1,0144,1,2,1,1,202105174911014412,2,1,2, ,2,32,2,2,7,8,1990,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , , , ,1,1,8,1, ,2,2,2,2,2,2,10,7,4,389.315993, , , , , , , , , , ,1
2022,11,17491,1,0144,1,3,1,1,202105174911014413,3,1,2, ,1,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2022,11,17491,1,0144,1,4,1,1,202105174911014414,3,1,2, ,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
2022,11,17493,1,0042,1,1,1,1,202208174931004211,1,1,2, ,1,52,1,1,4,12,1969,1, , , , , , , , , , , , , , ,8322,4922,2, ,1,1,12,12,12,12,12,12,12,84,1, ,2,2, , , ,994, , , , , , , , , , , , ,1,6,4,5, ,2,2,2,2,2,2,10,6,1,332.013017, , ,994, , , , , ,994,994,1
2022,11,17493,1,0042,1,2,1,1,202208174931004212,2,1,2, ,2,52,2,2,3,9,1970,1, , , , , , , , , , , , , , ,5120,5610,1, ,1,2,6,6,6,6,6,0,6,43,1, ,2,2, , , ,1330,810, ,455, , , , , , , , , ,1,6,5,4, ,2,2,2,2,2,2,10,9,1,305.632796, , ,1330,810, ,455, , ,2595,2140,1
2022,11,17493,1,0042,1,3,1,1,202208174931004213,3,1,2, ,2,20,3,3,20,1,2002,1, , , , , , , , , , , , , , ,9535,4782,2, ,1,1,0,5,5,5,5,5,5,30,1, ,1,1, , , ,303, , , , , , , , , , , , ,1,5,8,1, ,2,2,2,2,2,2,10,7,1,415.706316, , ,303, , , , , ,303,303,1
2022,11,17493,1,0043,1,1,1,1,202208174931004311,1,1,2, ,2,69,1,1,11,6,1953,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2, , , ,1,6,6,5, ,2,2,2,2,2,2,10,7,4,305.632796, , , , , , , , , , ,1
2022,11,17493,1,0043,1,2,1,1,202208174931004312,2,1,2, ,1,71,2,2,11,11,1950,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,1,1,3, , ,1,1,6,5, ,2,2,2,2,2,2,10,7,4,332.013017, , , , , , , , , , ,1
2022,11,17493,1,0044,1,1,1,1,202208174931004411,1,1,2, ,2,54,1,1,30,7,1968,1, , , , , , , , , , , , , , ,5141,9602,2, ,1,1,0,0,5,5,5,6,6,34,1, ,1,2, , , ,919, , ,100, , , , , , , , , ,1,6,6,5, ,2,2,2,2,2,2,10,7,1,305.632796, , ,919, , ,100, , ,1019,919,1
2022,11,17493,1,0044,1,2,1,1,202208174931004412,3,1,2, ,1,35,2,99, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , ,1
2022,11,17493,1,0044,1,3,1,1,202208174931004413,3,1,2, ,2,30,3,99, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , ,1
2022,11,17493,1,0045,1,1,1,1,202208174931004511,1,1,2, ,1,35,1,1,22,3,1987,1, , , , , , , , , , , , , , ,8321,4922,2, ,1,1,10,10,10,0,10,10,10,60,1, ,1,2, , , ,1200, , , , , , , , , , , , ,1,5,6,5, ,2,2,2,2,2,2,10,5,1,414.637101, , ,1299, , , , , ,1299,1299,1
