ANIO,MES,CONGLOMERADO,MUESTRA,SELVIV,HOGAR,C201,REGION,ESTRATO,LLAVE_PANEL,C203,C204,C205,C206,C207,C208,C300n,NROINF,C301_DIA,C301_MES,C301_ANIO,C303,C304,C305,C306_1,C306_2,C306_3,C306_4,C306_5,C306_6,C306_7,C306_8,C306_9,C306_10,C306_10A,C306_11,C308_COD,C309_COD,C310,C311,C317,C317A,C318_1,C318_2,C318_3,C318_4,C318_5,C318_6,C318_7,whoraT,C330,C331,P209H,C335,C338,C339_1,C341_T,C342,C344,C345_1,C348,C347_T,C350,C352,C353,C354,C355,C356,C357_I,C358,C359,SEGURO1,C366,C366_1,C366_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,OCUP300,I339_1,D341_T,I342,D344,I345_1,I348,D347_T,D350,INGTOT,INGTOTP,RESIDENT,fa_fma23
2023,02,18538,1,0144,1,2,1,1,202302185381014412,2,1,2, ,2,58,2,2,30,8,1964,1, , , , , , , , , , , , , , ,3334,6810,2, ,1,1,3,2,2,2,2,2,3,30,1, ,1,1, , , ,3000, , ,1500, ,400, , , , , , , ,1,1,10,4, ,2,2,2,2,2,2,10,7,1, , ,3000, , ,1500, ,400,4900,3000,1,528.131917765116
2023,02,18221,1,0113,1,1,1,1,202202182211011311,1,1,2, ,1,63,1,1,15,4,1959,2,1, , , , , , , , , , , , , ,2330,8521,3,2,5,2000,0,0,0,0,0,0,0,58,2,30,2,2,4,2500, , , , ,500, ,200, , , , , , , ,1,1,11,5, ,2,2,2,2,2,2,10,7,1,2500, , , , ,500, ,200,3200,2500,1,264.659952753999
2023,02,17658,1,0007,1,1,1,1,202302176581000711,1,1,2, ,2,33,1,1,13,2,1990,1, , , , , , , , , , , , , , ,5212,4711,3,5,1,5,10,0,0,0,0,12,10,64,1, ,2,2,2,100,184, , , ,800, ,200, , , , , , , ,1,5,5,3, ,2,2,2,2,2,2,10,8,1,433,797, , , ,800, ,200,2230,1230,1,618.185382558873
2023,02,29269,1,0186,1,1,1,1,202302292691018611,1,1,2, ,2,38,1,1,10,1,1985,1, , , , , , , , , , , , , , ,9112,8121,2, ,1,1,0,8,8,0,0,8,0,45,2,45,1,2, , , ,1030, , ,350, ,150, , , , , , , ,1,5,6,5, ,2,2,2,2,2,2,10,1,1, , ,1030, , ,350, ,150,1530,1030,1,1327.85415471823
2023,02,2299901,1,0131,1,7,1,1,20230222999011013113,11,1,2, ,1,34,7,7,1,10,1988,1, , , , , , , , , , , , , , ,9313,4100,3,5,1,5,0,10,10,10,10,10,5,71,1, ,1,1,2,300, , , , ,1000, ,150, , , , , , , ,1,5,6,5, ,2,2,2,2,2,2,10,7,1,1299, , , , ,1000, ,150,2449,1299,1,1355.09235587463
2023,02,1951501,1,0024,1,1,1,1,20230219515011002411,1,1,2, ,2,40,1,1,26,5,1982,1, , , , , , , , , , , , , , ,9629,9609,2, ,1,2,0,2,2,2,2,2,4,46,1, ,1,2, , , ,1300, , ,500, ,120, , , , , , , ,1,6,6,5, ,2,2,2,2,2,2,10,7,1, , ,1160, , ,500, ,120,1780,1160,1,1367.76361403678
2023,02,27695,1,0001,1,5,1,1,202202276951000115,6,1,2, ,2,53,5,5,20,10,1969,1, , , , , , , , , , , , , , ,9112,8121,2, ,1,1,0,0,0,8,0,8,0,24,1, ,1,2, , , ,900, , ,430, ,120, , , , , , , ,1,5,5,3, ,2,2,2,2,2,2,10,7,1, , ,879, , ,430, ,120,1429,879,1,560.880929808248
2023,02,2299901,1,0128,1,1,1,1,20230222999011012811,1,1,2, ,1,40,1,1,10,4,1982,1, , , , , , , , , , , , , , ,4417,6910,3,5,2,30,0,10,9,10,10,9,0,49,1, ,1,2,4,1750, , , , ,35, ,120, , , , , , , ,1,1,8,2, ,2,2,2,2,2,2,10,7,1,1750, , , , ,35, ,120,1905,1750,1,1355.09235587463
2023,02,28474,1,0018,1,1,1,1,202302284741001811,1,1,2, ,2,55,1,1,24,9,1967,1, , , , , , , , , , , , , , ,2411,2220,3,5,2,30,0,8,8,8,8,8,8,56,1, ,1,2,4,4500, , , , ,500, ,100, , , , , , , ,1,1,12,2, ,2,2,2,2,2,2,10,7,1,4500, , , , ,500, ,100,5100,4500,1,1034.82949531617
2023,02,27104,1,0046,1,2,1,1,202302271041004612,2,1,2, ,2,50,2,2,4,3,1972,1, , , , , , , , , , , , , , ,4417,4659,3,5,1,2,0,6,6,6,6,6,0,65,1, ,2,2,3,800, , , , ,700, ,100, , , , , , , ,1,3,11,5, ,2,2,2,2,2,2,10,7,1,1600, , , , ,700, ,100,2400,1600,1,1240.06104303787
2023,02,18318,1,0002,1,1,1,1,202302183181000211,1,1,2, ,2,57,1,1,20,12,1965,1, , , , , , , , , , , , , , ,9111,9700,6, ,1,1,0,0,0,8,0,0,0,26,2,26,2,2,2,60,16, , , ,400, ,100, , , , , , , ,1,1,9,3, ,2,2,2,2,2,2,10,7,1,260,69, , , ,400, ,100,829,329,1,498.660270473707
2023,02,22386,1,0098,1,1,1,1,202211223861009811,1,1,2, ,2,39,1,1,14,12,1983,1, , , , , , , , , , , , , , ,5212,4761,2, ,1,2,6,6,6,6,6,6,6,57,1, ,2,2, , , ,430,15, ,300, ,80, , , , , , , ,1,5,6,5, ,2,2,2,2,2,2,10,7,1, , ,430,15, ,300, ,80,825,445,1,683.881807018388
2023,02,24351,1,0039,1,1,1,1,202108243511003911,1,1,2, ,2,48,1,1,27,9,1974,1, , , , , , , , , , , , , , ,3314,6190,1, ,1,2,0,4,4,4,4,4,4,72,1, ,1,2, , , ,5000, , ,1000, ,70, , , , , , , ,1,1,9,3, ,2,2,2,2,2,2,10,7,1, , ,5000, , ,1000, ,70,6070,5000,1,517.212078151061
2023,02,22441,1,0022,1,2,1,1,202211224411002212,2,1,2, ,2,45,2,2,22,8,1977,1, , , , , , , , , , , , , , ,9411,5630,2, ,1,1,0,8,0,8,8,8,0,48,2,48,2,2, , , ,900,20, ,500, ,60, , , , , , , ,1,5,3, ,4,2,2,2,2,2,2,10,5,1, , ,717,130, ,500, ,60,1407,847,1,517.212078151061
2023,02,29201,1,0019,1,1,1,1,202302292011001911,1,1,2, ,2,55,1,1,5,8,1967,1, , , , , , , , , , , , , , ,9411,5610,2, ,1,1,0,0,0,0,4,6,4,45,2,45,2,2, , , ,180,40, ,150, ,60, , , , , , , ,1,5,6,5, ,2,2,2,2,2,2,1,1,1, , ,16,173, ,150, ,60,399,189,1,1004.24108346674
2023,02,23524,1,0015,1,2,1,1,202202235241001514,2,1,2, ,2,33,2,1,25,5,1989,1, , , , , , , , , , , , , , ,5211,4630,3,5,1,15,0,8,8,8,8,8,5,54,1, ,1,2,2,390, , , , ,390, ,60, , , , , , , ,1,3,8,2, ,2,2,2,2,2,2,10,6,1,1689, , , , ,390, ,60,2139,1689,1,683.881807018388
2023,02,2296302,1,0056,1,3,1,1,20210822963021005613,3,1,2, ,2,30,3,3,26,10,1992,1, , , , , , , , , , , , , , ,2359,8542,1, ,1,3,0,3,3,3,3,3,3,25,1, ,1,2, , , ,1800, , ,150, ,50, , , , , , , ,1,5,8,2, ,2,2,2,2,2,2,10,7,1, , ,1690, , ,150, ,50,1890,1690,1,684.149786043911
2023,02,1928101,1,0041,1,1,1,1,20230219281011004111,1,1,2, ,2,46,1,1,27,12,1976,1, , , , , , , , , , , , , , ,5212,4761,2, ,1,2,5,10,10,10,10,10,11,69,1, ,2,2, , , ,500, , ,150, ,50, , , , , , , ,1,1,6,5, ,2,2,2,2,2,2,1,1,1, , ,900, , ,150, ,50,1100,900,1,1034.42415630212
2023,02,20843,1,0023,1,2,1,1,202108208431002312,2,1,2, ,2,63,2,2,16,8,1959,1, , , , , , , , , , , , , , ,5212,4711,2, ,1,2,9,9,9,9,9,9,13,97,1, ,2,2, , , ,800,400, ,100, ,50, , , , , , , ,1,1,6,5, ,2,2,2,2,2,2,1,7,1, , ,800,400, ,100, ,50,1350,1200,1,517.414747658085
2023,02,2296302,1,0055,1,3,1,1,20210822963021005513,3,1,2, ,2,34,3,3,1,9,1988,1, , , , , , , , , , , , , , ,3122,2220,3,5,4,300,12,8,12,0,12,12,12,74,1, ,2,1,4,1800,132, , , ,50, ,50, , , , , , , ,1,1,11,5, ,2,2,2,2,2,2,10,7,1,1800,572, , , ,50, ,50,2472,2372,1,684.149786043911
2023,02,47331,1,0008,1,1,1,1,202302473311000811,1,1,2, ,2,53,1,1,5,7,1969,1, , , , , , , , , , , , , , ,3221,8730,3,5,1,10,0,8,8,8,8,8,8,96,1, ,2,2,4,1000, , , , ,800, ,50, , , , , , , ,1,6,9,3, ,2,2,2,2,2,2,10,7,1,1000, , , , ,800, ,50,1850,1000,1,1004.24108346674
2023,02,24693,1,0039,1,1,1,1,202108246931003911,1,1,2, ,2,61,1,1,7,8,1961,1, , , , , , , , , , , , , , ,5120,5610,2, ,1,1,0,8,8,8,8,8,8,104,1, ,2,2, , , ,2000,520, ,90, ,40, , , , , , , ,1,1,6,5, ,2,2,2,2,2,2,10,7,1, , ,1678,520, ,90, ,40,2328,2198,1,517.414747658085
2023,02,28474,1,0021,1,1,1,1,202302284741002111,1,1,2, ,2,53,1,1,6,10,1969,1, , , , , , , , , , , , , , ,5213,4781,3,5,1,3,0,6,6,2,6,8,6,92,1, ,2,2,1,30,8, , , ,600, ,40, , , , , , , ,1,5,6,5, ,2,2,2,2,2,2,10,7,1,900,240, , , ,600, ,40,1780,1140,1,1034.82949531617
2023,02,28122,1,0122,1,1,1,1,202211281221012211,1,1,2, ,2,61,1,1,20,6,1961,1, , , , , , , , , , , , , , ,9112,8121,2, ,1,1,0,0,0,0,0,1,0,38,2,38,1,1, , , ,640, , ,160, ,30, , , , , , , ,1,6,6,5, ,2,2,2,2,2,2,1,1,1, , ,615, , ,160, ,30,805,615,1,517.414747658085
2023,02,23258,1,0087,1,2,1,1,202211232581008712,2,1,2, ,2,38,2,2,31,12,1984,1, , , , , , , , , , , , , , ,9541,4799,2, ,1,1,0,2,2,2,2,2,0,54,1, ,2,2, , , ,64, , ,100, ,30, , , , , , , ,1,5,9,3, ,2,2,2,2,2,2,10,7,1, , ,65, , ,100, ,30,195,65,1,663.927077359115
2023,02,2456401,1,0031,1,1,1,1,20221124564011003111,1,1,2, ,2,38,1,1,30,3,1984,1, , , , , , , , , , , , , , ,5311,8690,3,5,2,28,0,5,5,5,5,5,0,42,1, ,2,2,4,720, , , , ,520, ,30, , , , , , , ,1,1,6,5, ,2,2,2,2,2,2,10,7,1,720, , , , ,520, ,30,1270,720,1,683.881807018388
2023,02,18331,1,0084,1,1,1,1,202302183311008411,1,1,2, ,2,68,1,1,14,11,1954,1, , , , , , , , , , , , , , ,7513,1071,2, ,1,2,6,6,6,6,6,6,6,84,1, ,2,2, , , ,600,20, ,600, ,20, , , , , , , ,1,5,4,5, ,2,2,2,2,2,2,10,7,1, , ,667,20, ,600, ,20,1307,687,1,474.147989644317
2023,02,17634,1,0079,1,5,1,1,202302176341007915,3,1,2, ,2,30,5,5,28,4,1992,1, , , , , , , , , , , , , , ,4120,8510,3,5,1,7,0,6,6,6,6,6,0,40,1, ,2,2,2,250, , , , ,400, ,18, , , , , , , ,1,5,6,5, ,2,2,2,2,2,2,10,7,1,1083, , , , ,400, ,18,1501,1083,1,309.092691279436
2023,02,20562,1,0016,1,1,1,1,202202205621001611,1,1,2, ,1,38,1,1,25,7,1984,1, , , , , , , , , , , , , , ,3118,7110,2, ,1,1,0,0,0,0,17,6,0,60,2,60,2,2, , , ,1500, , ,300, ,15, , , , , , , ,1,1,9,3, ,2,2,2,2,2,2,10,7,1, , ,1500, , ,300, ,15,1815,1500,1,756.835657345606
2023,02,1796202,1,0043,1,1,1,1,20221117962021004311,1,1,2, ,1,60,1,1,30,7,1962,1, , , , , , , , , , , , , , ,4417,2310,3,5,3,85,0,8,8,8,8,8,8,60,1, ,1,2,4,3000, , , , ,1000, ,12, , , , , , , ,1,1,8,2, ,2,2,2,2,2,2,10,7,1,3000, , , , ,1000, ,12,4012,3000,1,260.964033547518
2023,02,17524,1,0043,1,3,1,1,202302175241004313,3,1,2, ,2,24,3,3,19,2,1998,1, , , , , , , , , , , , , , ,3411,6910,3,5,1,6,0,8,8,8,8,8,0,49,1, ,2,1,4,2200, , , , ,600, ,12, , , , , , , ,1,2,11,5, ,2,2,2,2,2,2,10,7,1,2200, , , , ,600, ,12,2812,2200,1,641.913237325124
2023,02,1824201,1,0065,1,1,1,1,20210818242011006511,1,1,2, ,2,53,1,1,25,2,1970,1, , , , , , , , , , , , , , ,9535,4782,2, ,1,1,0,4,4,4,4,4,0,29,1, ,1,2, , , ,1200, , ,500, ,10, , , , , , , ,1,5,6,5, ,2,2,2,2,2,2,10,7,1, , ,1200, , ,500, ,10,1710,1200,1,233.088990792193
2023,02,2608502,1,0001,1,2,1,1,20221126085021000112,2,1,2, ,2,44,2,2,20,3,1978,1, , , , , , , , , , , , , , ,9411,5610,2, ,1,2,10,10,10,10,10,10,10,93,1, ,2,2, , , ,600,40, ,200, ,10, , , , , , , ,1,5,9,3, ,2,2,2,2,2,2,10,6,1, , ,600,30, ,200, ,10,840,630,1,684.149786043911
2023,02,17589,1,0049,1,1,1,1,202202175891004911,1,1,2, ,2,44,1,1,22,10,1978,1, , , , , , , , , , , , , , ,9629,8411,3,2,5,1000,0,8,8,8,8,8,8,56,1, ,2,2,4,1040, , , , ,200, ,10, , , , , , , ,1,1,8,2, ,2,2,2,2,2,2,10,7,1,1040, , , , ,200, ,10,1250,1040,1,308.201078344695
2023,02,19726,1,0024,1,1,1,1,202302197261002411,1,1,2, ,2,77,1,1,8,7,1945,1, , , , , , , , , , , , , , ,9112,8121,2, ,1,1,0,0,6,0,0,6,0,17,1, ,2,2, , , ,480, , ,40, ,8, , , , , , , ,1,5,6,5, ,2,2,2,2,2,2,10,7,1, , ,480, , ,40, ,8,528,480,1,1034.82949531617
2023,02,24490,1,0086,1,2,1,1,202302244901008612,3,1,2, ,2,36,2,2,29,4,1986,1, , , , , , , , , , , , , , ,2221,8610,3,2,5,2000,0,12,0,12,0,12,0,54,1, ,1,2,4,2800, , , ,300, ,75, , , , , , , , ,1,1,11,5, ,2,2,2,2,2,2,10,7,1,2800, , , ,300, ,325, ,3425,2800,1,1368.29957208782
2023,02,47498,1,0018,1,1,1,1,202202474981001811,1,1,2, ,2,56,1,1,12,8,1966,1, , , , , , , , , , , , , , ,9111,9700,6, ,1,1,0,8,0,0,8,0,0,37,1, ,2,2,2,100,24, , ,900, ,45, , , , , , , , ,1,1,5,2, ,2,2,2,2,2,2,10,7,1,433,104, , ,900, ,195, ,1632,537,1,502.120541733369
2023,02,23040,1,0110,1,2,1,1,202302230401011012,2,1,2, ,2,32,2,2,18,9,1990,1, , , , , , , , , , , , , , ,9334,4921,3,5,1,2,0,0,0,0,12,12,12,72,1, ,2,2,2,135,39, , ,135, ,39, , , , , , , , ,1,5,5,3, ,2,2,2,2,2,2,10,8,1,585,169, , ,135, ,169, ,1058,754,1,1327.85415471823
2023,02,2980201,1,0019,1,2,1,1,20230229802011001912,2,1,2, ,2,37,2,2,23,8,1985,1, , , , , , , , , , , , , , ,9533,4799,2, ,1,1,4,1,1,1,1,1,1,30,1, ,2,2, , , ,200, ,80, ,30, , , , , , , , ,1,5,6,5, ,2,2,2,2,2,2,10,7,1, , ,235, ,80, ,130, ,445,235,1,1327.85415471823
2023,02,29201,1,0023,1,1,1,1,202302292011002311,1,1,2, ,1,30,1,1,16,4,1992,1, , , , , , , , , , , , , , ,8321,4922,2, ,1,1,0,8,8,8,0,8,0,64,2,64,1,2, , , ,1504, ,500, ,20, , , , , , , , ,1,5,6,5, ,2,2,2,2,2,2,10,7,1, , ,1504, ,500, ,87, ,2091,1504,1,1355.09235587463
2023,02,27695,1,0001,3,2,1,1,202205276951000132,2,1,2, ,2,49,2,2,9,3,1973,1, , , , , , , , , , , , , , ,9111,9700,6, ,1,1,0,10,0,10,0,10,0,50,1, ,1,2,4,800,30, , ,480, ,20, , , , , , , , ,1,1,5,3, ,2,2,2,2,2,2,10,8,1,800,130, , ,480, ,87, ,1497,930,1,560.880929808248
2023,02,26068,1,0083,1,1,1,1,202211260681008311,1,1,2, ,1,41,1,1,30,3,1981,1, , , , , , , , , , , , , , ,3314,7110,1, ,1,6,12,12,12,12,12,12,12,84,1, ,1,2, , , ,30000, , , , , , , , , , , , ,1,1,6,5, ,2,2,2,2,2,2,10,7,1, , ,30000, , , , , ,30000,30000,1,698.183713962241
2023,02,19318,1,0189,1,4,1,1,202202193181018914,3,1,2, ,2,25,4,4,22,3,1997,1, , , , , , , , , , , , , , ,2643,8550,1, ,1,10,0,10,10,10,10,10,10,60,1, ,2,2, , , ,10000, , , , , , , , , , , , ,1,5,11,5, ,2,2,2,2,2,2,10,7,1, , ,10000, , , , , ,10000,10000,1,683.881807018388
2023,02,2951501,1,0040,1,1,1,1,20220229515011004011,1,1,2, ,1,53,1,4,26,6,1969,1, , , , , , , , , , , , , , ,3333,4312,1, ,1,6,0,7,7,7,7,7,7,42,1, ,2,2, , , ,10000, , , , , , , , , , , , ,1,2,6,5, ,2,2,2,2,2,2,1,1,1, , ,10000, , , , , ,10000,10000,1,577.621188575054
2023,02,29469,1,0059,1,1,1,1,202202294691005911,1,1,2, ,1,53,1,1,1,10,1969,1, , , , , , , , , , , , , , ,3334,6820,2, ,1,1,4,5,10,10,12,12,5,58,1, ,1,2, , , ,10000, , , , , , , , , , , , ,1,1,10,1, ,2,2,2,2,2,2,10,7,1, , ,10000, , , , , ,10000,10000,1,692.177346449544
2023,02,2708102,1,0063,1,1,1,1,20230227081021006311,1,1,2, ,1,42,1,1,29,5,1980,1, , , , , , , , , , , , , , ,2212,8620,1, ,1,4,0,8,8,8,8,8,0,40,1, ,2,2, , , ,10000, , , , , , , , , , , , ,2,3,11,7, ,2,2,2,2,2,2,10,7,1, , ,10000, , , , , ,10000,10000,1,756.835657345606
2023,02,2526402,1,0007,1,1,1,1,20230225264021000711,1,1,2, ,1,39,1,1,18,5,1983,1, , , , , , , , , , , , , , ,3314,6202,1, ,1,8,0,8,8,8,8,8,5,45,1, ,2,2, , , ,10000, , , , , , , , , , , , ,1,1,11,5, ,2,2,2,2,2,2,10,8,1, , ,10000, , , , , ,10000,10000,1,1513.67131469121
2023,02,2671402,1,0014,1,1,1,1,20230226714021001411,1,1,2, ,1,57,1,1,15,9,1965,1, , , , , , , , , , , , , , ,3339,9311,2, ,1,1,0,10,10,10,10,10,10,60,1, ,2,2, , , ,10000, , , , , , , , , , , , ,1,1,12,2, ,2,2,2,2,2,2,10,7,1, , ,9900, , , , , ,9900,9900,1,1155.24237715011
2023,02,2711102,1,0052,1,3,1,1,20230227111021005213,4,1,2, ,1,51,3,3,13,11,1971,1, , , , , , , , , , , , , , ,2611,6910,2, ,1,1,0,9,9,9,9,9,2,59,1, ,2,2, , , ,8000, ,2000, , , , , , , , , , ,1,3,12,2, ,2,2,2,2,2,2,10,7,1, , ,8150, ,2000, , , ,10150,8150,1,626.145100794479
2023,02,25943,1,0051,1,1,1,1,202211259431005111,1,1,2, ,2,54,1,1,14,12,1968,1, , , , , , , , , , , , , , ,5211,4630,1, ,1,4,0,10,10,10,10,10,10,60,1, ,1,2, , , ,8000,100, , , , , , , , , , , ,1,5,5,3, ,2,2,2,2,2,2,1,7,1, , ,8000,100, , , , ,8100,8100,1,517.212078151061
2023,02,27083,1,0074,1,1,1,1,202302270831007411,1,1,2, ,1,56,1,1,5,9,1966,1, , , , , , , , , , , , , , ,2132,7490,1, ,1,3,0,6,6,6,6,6,0,30,1, ,2,2, , , ,7000, , , , , , , , , , , , ,1,1,11,5, ,2,2,2,2,2,2,10,7,1, , ,7000, , , , , ,7000,7000,1,1384.35469191243
2023,02,27083,1,0073,1,1,1,1,202302270831007311,1,1,2, ,1,67,1,1,14,1,1956,1, , , , , , , , , , , , , , ,2144,7110,1, ,1,2,0,4,4,4,4,4,4,24,1, ,2,2, , , ,6000, , , , , , , , , , , , ,1,1,11,5, ,2,2,2,2,2,2,10,7,1, , ,6700, , , , , ,6700,6700,1,1384.35469191243
2023,02,2711102,1,0052,1,2,1,1,20230227111021005212,3,1,2, ,2,49,2,2,2,5,1973,1, , , , , , , , , , , , , , ,9533,4649,2, ,1,1,4,3,3,3,3,4,4,24,1, ,1,2, , , ,5000,35, , , , , , , , , , , ,1,3,9,3, ,2,2,2,2,2,2,10,7,1, , ,5950,35, , , , ,5985,5985,1,560.880929808248
2023,02,21190,1,0018,1,2,1,1,202202211901001812,2,1,2, ,2,68,2,4,11,9,1954,1, , , , , , , , , , , , , , ,3314,5610,1, ,1,5,2,8,8,8,8,8,8,50,1, ,2,2, , , ,5000,200, , , , , , , , , , , ,1,5,4,5, ,2,2,2,2,2,2,10,7,1, , ,5484,130, , , , ,5614,5614,1,517.414747658085
2023,02,26614,1,0013,1,1,1,1,202302266141001311,1,1,2, ,2,74,1,2,19,2,1949,1, , , , , , , , , , , , , , ,3314,4771,1, ,1,3,10,10,10,10,10,10,10,70,1, ,2,2, , , , , , , , , , , , , , , , ,1,5,4,5, ,2,2,2,2,2,2,10,9,1, , ,5484, , , , , ,5484,5484,1,1121.7618596165
2023,02,2683601,1,0066,1,1,1,1,20220226836011006611,1,1,2, ,1,42,1,1,13,11,1980,1, , , , , , , , , , , , , , ,3334,6810,2, ,1,2,4,6,6,6,6,6,4,58,1, ,2,2, , , ,5300, , ,3000, , , , , , , , , ,1,1,11,5, ,2,2,2,2,2,2,10,7,1, , ,5300, , ,3000, , ,8300,5300,1,836.650316891687
2023,02,2366201,1,0011,1,1,1,1,20220223662011001111,1,1,2, ,1,37,1,1,26,1,1986,1, , , , , , , , , , , , , , ,2161,7110,1, ,1,10,0,12,12,12,12,12,6,100,1, ,1,2, , , ,5000, ,8000, , , , , , , , , , ,1,3,11,5, ,2,2,2,2,2,2,10,1,1, , ,5000, ,8000, , , ,13000,5000,1,698.183713962241
2023,02,26350,1,0054,1,3,1,1,202302263501005413,3,1,2, ,1,41,3,3,23,10,1981,1, , , , , , , , , , , , , , ,3314,4330,1, ,1,3,0,8,8,8,8,8,0,40,1, ,1,2, , , ,5000, , , , , , , , , , , , ,1,6,8,2, ,2,2,2,2,2,2,10,7,1, , ,5000, , , , , ,5000,5000,1,1673.30063259078
2023,02,17898,1,0026,1,1,1,1,202108178981002615,1,1,2, ,1,39,1,1,20,9,1983,1, , , , , , , , , , , , , , ,2143,7490,2, ,1,1,0,6,6,6,6,6,0,30,1, ,2,2, , , ,5000, , , , , , , , , , , , ,1,2,11,5, ,2,2,2,2,2,2,10,7,1, , ,5000, , , , , ,5000,5000,1,336.43849660313
2023,02,27695,1,0002,1,1,1,1,202205276951000211,1,1,2, ,1,44,1,1,19,2,1978,1, , , , , , , , , , , , , , ,2611,6910,1, ,1,3,0,4,10,10,10,10,10,54,1, ,2,2, , , ,5000, , , , , , , , , , , , ,1,6,11,6, ,2,2,2,2,2,2,10,7,1, , ,5000, , , , , ,5000,5000,1,756.835657345606
2023,02,18275,1,0117,1,1,1,1,202302182751011711,1,1,2, ,1,42,1,1,11,2,1981,1, , , , , , , , , , , , , , ,5211,4669,1, ,1,3,0,10,10,10,10,10,5,55,1, ,1,2, , , ,5000, , , , , , , , , , , , ,1,1,8,2, ,2,2,2,2,2,2,10,7,1, , ,5000, , , , , ,5000,5000,1,639.800867439435
2023,02,2699701,1,0092,1,1,1,1,20220526997011009211,1,1,2, ,1,33,1,1,18,7,1989,1, , , , , , , , , , , , , , ,3314,5610,1, ,1,5,0,7,7,7,7,7,5,52,1, ,2,2, , , ,5000, , , , , , , , , , , , ,1,1,11,5, ,2,2,2,2,2,2,10,7,1, , ,5000, ,8000, , , ,13000,5000,1,836.650316891687
2023,02,27104,1,0046,1,1,1,1,202302271041004611,1,1,2, ,1,56,1,2,29,12,1966,1, , , , , , , , , , , , , , ,3314,4659,1, ,1,3,0,8,8,8,8,8,0,40,1, ,2,2, , , ,5000, , , , , , , , , , , , ,1,1,6,5, ,2,2,2,2,2,2,10,7,1, , ,5000, , , , , ,5000,5000,1,1384.35469191243
2023,02,1920303,1,0020,1,1,1,1,20221119203031002011,1,1,2, ,2,51,1,1,30,4,1971,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,5120,5610,2, ,1,2,7,7,7,7,7,7,0,42,1, ,2,1, , , ,5000,50, , , , , , , , , , , ,1,5,8,1, ,2,2,2,2,2,2,10,7,1, , ,5000,50, , , , ,5050,5050,1,517.212078151061
