ANIO,MES,CONGLOMERADO,MUESTRA,SELVIV,HOGAR,C201,REGION,ESTRATO,LLAVE_PANEL,C203,C204,C205,C206,C207,C208,C300n,NROINF,C301_DIA,C301_MES,C301_ANIO,C303,C304,C305,C306_1,C306_2,C306_3,C306_4,C306_5,C306_6,C306_7,C306_8,C306_9,C306_10,C306_10A,C306_11,C308_COD,C309_COD,C310,C311,C317,C317A,C318_1,C318_2,C318_3,C318_4,C318_5,C318_6,C318_7,whoraT,C330,C331,P209H,C335,C338,C339_1,C341_T,C342,C344,C345_1,C348,C347_T,C350,C352,C353,C354,C355,C356,C357_I,C358,C359,SEGURO1,C366,C366_1,C366_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,OCUP300,I339_1,D341_T,I342,D344,I345_1,I348,D347_T,D350,INGTOT,INGTOTP,RESIDENT,fa_fma23
2023,02,20843,1,0024,1,1,1,1,202211208431002411,1,1,2, ,1,67,1,1,22,3,1955,1, , , , , , , , , , , , , , ,3314,4752,1, ,1,3,0,10,10,10,10,10,10,60,1, ,2,2, , , ,5000, , , , , , , , , , , , ,1,1,6,5, ,2,2,2,2,2,2,10,7,1, , ,5000, , , , , ,5000,5000,1,577.621188575054
2023,02,26350,1,0056,1,1,1,1,202302263501005611,1,1,2, ,2,52,1,1,25,3,1970,1, , , , , , , , , , , , , , ,3432,1410,1, ,1,4,0,8,8,8,8,8,8,48,1, ,2,2, , , ,5000, , , , , , , , , , , , ,1,1,10,1, ,2,2,2,2,2,2,10,7,1, , ,5000, , , , , ,5000,5000,1,1240.06104303787
2023,02,26456,1,0063,1,2,1,1,202211264561006312,3,1,2, ,2,27,2,2,24,10,1995,1, , , , , , , , , , , , , , ,2642,7020,1, ,1,3,0,9,9,9,9,9,9,54,1, ,1,2, , , ,4000, , , , , , , , , , , , ,1,2,11,5, ,2,2,2,2,2,2,10,7,1, , ,4700, , , , , ,4700,4700,1,741.622788799972
2023,02,17497,1,0077,1,1,1,1,202211174971007711,1,1,2, ,1,30,1,1,2,6,1992,1, , , , , , , , , , , , , , ,2144,4520,1, ,1,6,0,9,8,9,9,8,8,51,1, ,2,2, , , ,4500, , , , , , , , , , , , ,1,1,11,5, ,2,2,2,2,2,2,10,7,1, , ,4500, , , , , ,4500,4500,1,336.43849660313
2023,02,17946,1,0130,1,1,1,1,202108179461013011,1,1,2, ,1,54,1,2,7,11,1968,1, , , , , , , , , , , , , , ,7111,4100,1, ,1,3,0,8,8,8,8,8,8,48,1, ,2,2, , , ,4500, , , , , , , , , , , , ,1,5,6,5, ,2,2,2,2,2,2,10,5,1, , ,4463, , , , , ,4463,4463,1,260.211253186228
2023,02,27403,1,0088,1,1,1,1,202211274031008811,1,1,2, ,1,63,1,1,23,8,1959,1, , , , , , , , , , , , , , ,2144,7110,2, ,1,1,0,3,3,3,3,3,0,60,2,60,1,2, , , ,4500, , , , , , , , , , , , ,1,2,11,5, ,2,2,2,2,2,2,10,6,1, , ,4250, , , , , ,4250,4250,1,626.145100794479
2023,02,20689,1,0067,1,1,1,1,202108206891006711,1,1,2, ,1,51,1,1,2,10,1971,1, , , , , , , , , , , , , , ,2611,6910,2, ,1,1,4,8,0,8,0,0,0,48,2,48,2,2, , , ,4500, , , , , , , , , , , , ,1,1,12,2, ,2,2,2,2,2,2,10,7,1, , ,4150, , , , , ,4150,4150,1,626.145100794479
2023,02,27035,1,0003,1,2,1,1,202211270351000312,2,1,2, ,2,48,2,2,23,3,1974,1, , , , , , , , , , , , , , ,2251,8620,2, ,1,1,0,4,4,0,0,4,0,16,2,16,2,2, , , ,4000, , , , , , , , , , , , ,1,3,11,5, ,2,2,2,2,2,2,10,7,1, , ,4000, , , , , ,4000,4000,1,620.030521960844
2023,02,25539,1,0045,1,1,1,1,202302255391004511,1,1,2, ,2,41,1,1,21,7,1981,1, , , , , , , , , , , , , , ,2611,6910,2, ,1,1,0,8,8,8,8,8,0,40,1, ,2,2, , , ,4000, , , , , , , , , , , , ,1,6,11,6, ,2,2,2,2,2,2,10,7,1, , ,4000, , , , , ,4000,4000,1,1639.66624669225
2023,02,26064,1,0032,1,1,1,1,202211260641003211,1,1,2, ,1,52,1,1,31,8,1970,1, , , , , , , , , , , , , , ,3332,9329,2, ,1,1,12,0,0,0,10,12,12,46,1, ,1,2, , , ,4500, , , , , , , , , , , , ,1,5,8,2, ,2,2,2,2,2,2,10,7,1, , ,4000, , , , , ,4000,4000,1,626.145100794479
2023,02,17311,1,0094,1,1,1,1,202108173111009411,1,1,2, ,1,60,1,1,10,2,1962,1, , , , , , , , , , , , , , ,7355,1392,2, ,1,5,8,12,12,12,12,12,12,80,1, ,2,2, , , ,3976, , , , , , , , , , , , ,1,1,10,1, ,2,2,2,2,2,2,1,7,1, , ,3976, , , , , ,3976,3976,1,260.964033547518
2023,02,2983101,1,0033,1,1,1,1,20230229831011003311,1,1,2, ,1,77,1,2,12,7,1945,1, , , , , , , , , , , , , , ,2611,6910,2, ,1,1,0,3,3,3,3,3,3,18,1, ,1,2, , , ,4000, , , , , , , , , , , , ,1,3,12,2, ,2,2,2,2,2,2,10,7,1, , ,3900, , , , , ,3900,3900,1,1154.78987284069
2023,02,17623,1,0042,1,1,1,1,202211176231004211,1,1,2, ,1,54,1,1,25,8,1968,1, , , , , , , , , , , , , , ,7513,1073,2, ,1,1,12,12,12,12,12,12,12,84,1, ,1,2, , , ,3800, , , , , , , , , , , , ,1,5,10,3, ,2,2,2,2,2,2,10,1,1, , ,3830, , , , , ,3830,3830,1,260.964033547518
2023,02,26456,1,0063,1,1,1,1,202211264561006311,1,1,2, ,2,55,1,2,9,11,1967,1, , , , , , , , , , , , , , ,3334,6810,2, ,1,1,8,8,8,8,8,8,8,56,1, ,2,2, , , ,4000, , , , , , , , , , , , ,1,2,9,3, ,2,2,2,2,2,2,10,7,1, , ,3800, , , , , ,3800,3800,1,560.880929808248
2023,02,46917,1,0040,1,1,1,1,202302469171004011,1,1,2, ,1,51,1,1,10,5,1971,1, , , , , , , , , , , , , , ,2611,6910,2, ,1,1,0,6,6,4,6,8,5,35,1, ,2,2, , , ,4000, , , , , , , , , , , , ,1,5,11,5, ,2,2,2,2,2,2,10,1,1, , ,3800, , , , , ,3800,3800,1,1121.09469409882
2023,02,28863,1,0133,1,2,1,1,202202288631013312,2,1,2, ,1,34,2,1,5,6,1988,1, , , , , , , , , , , , , , ,8331,4921,2, ,1,1,0,12,12,12,12,12,12,72,1, ,2,2, , , ,3600, , , , , , , , , , , , ,1,6,6,5, ,2,2,2,2,2,2,10,9,1, , ,3600, , , , , ,3600,3600,1,697.910237897321
2023,02,19982,1,0076,1,5,1,1,202302199821007615,11,1,2, ,1,24,5,5,18,3,1998,1, , , , , , , , , , , , , , ,3432,9602,2, ,1,2,0,8,8,8,8,8,8,80,1, ,1,2, , , ,3500, , ,1000, , , , , , , , , ,1,5,5,4, ,2,2,2,2,2,2,10,7,1, , ,3500, , ,1000, , ,4500,3500,1,1433.30362414519
2023,02,22495,1,0062,1,1,1,1,202302224951006211,1,1,2, ,1,38,1,1,15,1,1985,1, , , , , , , , , , , , , , ,3112,7110,2, ,1,1,0,8,8,0,0,0,0,50,2,50,1,1, , , ,3500, , , , , , , , , , , , ,1,6,10,2, ,2,2,2,2,2,2,10,7,1, , ,3500, , , , , ,3500,3500,1,1513.67131469121
2023,02,25549,1,0044,1,1,1,1,202202255491004411,1,1,2, ,1,36,1,2,13,3,1986,1, , , , , , , , , , , , , , ,2411,6920,2, ,1,3,0,8,8,8,8,8,0,40,1, ,2,2, , , ,3500, , , , , , , , , , , , ,1,1,12,2, ,2,2,2,2,2,2,10,7,1, , ,3500, , , , , ,3500,3500,1,756.835657345606
2023,02,2534601,1,0040,1,1,1,1,20220225346011004011,1,1,2, ,1,46,1,1,22,9,1976,1, , , , , , , , , , , , , , ,3314,9329,2, ,1,5,0,0,0,0,12,12,12,36,1, ,2,2, , , ,3500, , , , , , , , , , , , ,1,5,11,5, ,2,2,2,2,2,2,10,7,1, , ,3500, , , , , ,3500,3500,1,577.621188575054
2023,02,26272,1,0060,1,4,1,1,202211262721006013,5,1,2, ,1,33,4,4,16,6,1989,1, , , , , , , , , , , , , , ,9629,8299,2, ,1,1,0,6,6,5,4,5,4,50,2,50,1,2, , , ,3500, ,1500, , , , , , , , , , ,1,5,11,5, ,2,2,2,2,2,2,10,7,1, , ,3480, ,1500, , , ,4980,3480,1,836.650316891687
2023,02,28474,1,0019,2,1,1,1,202302284741001921,1,1,2, ,1,66,1,1,20,7,1956,1, , , , , , , , , , , , , , ,7111,4100,1, ,1,2,0,8,8,8,8,8,6,57,1, ,1,2, , , ,3300, , ,750, , , , , , , , , ,1,5,6,5, ,2,2,2,2,2,2,10,7,1, , ,3360, , ,750, , ,4110,3360,1,1155.24237715011
2023,02,49863,1,0009,1,2,1,1,202108498631000912,2,1,2, ,1,34,2,2,1,3,1988,1, , , , , , , , , , , , , , ,3314,4630,1, ,1,4,10,8,8,8,8,8,10,60,1, ,1,2, , , ,3000, , , , , , , , , , , , ,1,5,6,5, ,2,2,2,2,2,2,1,1,1, , ,3300, , , , , ,3300,3300,1,677.546177937315
2023,02,1861202,1,0026,1,2,1,1,20210818612021002612,3,1,2, ,1,39,2,2,28,8,1983,1, , , , , , , , , , , , , , ,6222,311,2, ,1,1,8,0,8,0,0,0,0,48,2,48,2,2, , , ,3500,200, , , , , , , , , , , ,1,5,5,1, ,2,2,2,2,2,2,10,5,1, , ,3264,200, , , , ,3464,3464,1,677.546177937315
2023,02,21339,1,0077,1,1,1,1,202108213391007711,1,1,2, ,1,66,1,1,25,10,1956,1, , , , , , , , , , , , , , ,8331,4922,2, ,1,1,10,0,0,0,0,10,10,30,1, ,1,2, , , ,3247, , , , , , , , , , , , ,1,6,6,5, ,2,2,2,2,2,2,10,7,1, , ,3247, , , , , ,3247,3247,1,577.621188575054
2023,02,19470,1,0020,1,2,1,1,202202194701002012,2,1,2, ,2,55,2,2,24,5,1967,1, , , , , , , , , , , , , , ,5212,4711,2, ,1,3,9,9,9,9,9,9,9,63,1, ,2,2, , , ,3245,600, , , , , , , , , , , ,1,5,3,1, ,2,2,2,2,2,2,1,1,1, , ,3245,600, , , , ,3845,3845,1,517.414747658085
2023,02,2671402,1,0012,1,3,1,1,20230226714021001213,3,1,2, ,2,34,3,3,9,7,1988,1, , , , , , , , , , , , , , ,5120,5629,1, ,1,3,0,10,10,10,10,10,10,60,1, ,1,2, , , ,3100,50, , , , , , , , , , , ,1,2,11,5, ,2,2,2,2,2,2,10,6,1, , ,3129,50, , , , ,3179,3179,1,1368.29957208782
2023,02,28122,1,0123,1,2,1,1,202211281221012312,2,1,2, ,1,30,2,2,6,5,1992,1, , , , , , , , , , , , , , ,9621,4923,2, ,1,1,13,12,0,0,12,12,12,80,2,80,2,2, , , ,3100, , , , , , , , , , , , ,1,6,6,5, ,2,2,2,2,2,2,10,7,1, , ,3125, , , , , ,3125,3125,1,698.183713962241
2023,02,1807501,1,0019,1,2,1,1,20221118075011001912,2,1,2, ,2,54,2,2,20,3,1968,1, , , , , , , , , , , , , , ,3314,8522,2, ,1,2,0,11,11,11,11,11,11,66,1, ,1,2, , , ,3000, , , , , , , , , , , , ,1,1,11,5, ,2,2,2,2,2,2,10,7,1, , ,3070, , , , , ,3070,3070,1,233.088990792193
2023,02,23258,1,0085,1,2,1,1,202302232581008512,2,1,2, ,1,37,2,2,11,6,1985,1, , , , , , , , , , , , , , ,8331,4921,2, ,1,2,9,9,9,9,9,9,9,63,1, ,1,2, , , ,3031, , , , , , , , , , , , ,1,6,6,5, ,2,2,2,2,2,2,10,7,1, , ,3000, , , , , ,3000,3000,1,677.546177937315
2023,02,2951501,1,0040,1,2,1,1,20220229515011004012,2,1,2, ,2,53,2,2,1,9,1969,1, , , , , , , , , , , , , , ,5212,4752,1, ,1,3,0,8,8,8,8,8,8,48,1, ,2,2, , , ,3000, , , , , , , , , , , , ,1,1,9,3, ,2,2,2,2,2,2,1,1,1, , ,3000, , , , , ,3000,3000,1,517.414747658085
2023,02,47781,1,0064,1,2,1,1,202202477811006412,2,1,2, ,1,47,2,1,9,4,1975,1, , , , , , , , , , , , , , ,5243,4791,2, ,1,1,0,9,9,9,9,9,6,51,1, ,2,2, , , ,3000, , , , , , , , , , , , ,1,5,6,5, ,2,2,2,2,2,2,10,7,1, , ,3000, , , , , ,3000,3000,1,626.145100794479
2023,02,20426,1,0024,1,1,1,1,202302204261002411,1,1,2, ,1,34,1,1,2,1,1989,1, , , , , , , , , , , , , , ,7111,4100,1, ,1,12,0,10,10,10,12,10,10,62,1, ,1,2, , , ,3000, , , , , , , , , , , , ,1,6,6,5, ,2,2,2,2,2,2,1,1,1, , ,3000, , , , , ,3000,3000,1,1396.36742792448
2023,02,25922,1,0073,1,1,1,1,202202259221007311,1,1,2, ,1,37,1,1,26,12,1985,1, , , , , , , , , , , , , , ,3314,1410,1, ,1,5,0,6,6,6,6,6,6,36,1, ,1,2, , , ,3200,200, , , , , , , , , , , ,1,5,10,3, ,2,2,2,2,2,2,10,8,1, , ,3000,200, , , , ,3200,3200,1,697.910237897321
2023,02,17916,1,0093,1,3,1,1,202302179161009313,3,1,2, ,2,51,3,3,13,6,1971,1, , , , , , , , , , , , , , ,9121,9601,1, ,1,2,0,11,11,11,11,11,11,66,1, ,2,2, , , ,3000, , , , , , , , , , , , ,1,1,8,2, ,2,2,2,2,2,2,10,6,1, , ,2950, , , , , ,2950,2950,1,528.131917765116
2023,02,29431,1,0076,1,2,1,1,202302294311007612,2,1,2, ,2,41,2,2,11,10,1981,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2611,6910,2, ,1,1,0,2,3,2,2,3,0,22,1, ,2,1, , , ,2500, , ,1000, , , , , , , , , ,1,5,11,6, ,2,2,2,2,2,2,10,7,1, , ,2920, , ,1000, , ,3920,2920,1,1639.66624669225
2023,02,4748402,1,0025,1,1,1,1,20210847484021002511,1,1,2, ,1,50,1,1,11,11,1972,1, , , , , , , , , , , , , , ,5211,4620,2, ,1,1,7,10,10,10,10,10,10,67,1, ,1,2, , , ,2500,15, , , , , , , , , , , ,1,5,6,5, ,2,2,2,2,2,2,1,7,1, , ,2850,15, , , , ,2865,2865,1,560.547347049408
2023,02,23880,1,0152,1,1,1,1,202108238801015211,1,1,2, ,1,42,1,1,31,8,1980,1, , , , , , , , , , , , , , ,8322,4922,2, ,1,1,12,12,12,12,12,12,12,84,1, ,1,2, , , ,2728, , , , , , , , , , , , ,1,5,6,5, ,2,2,2,2,2,2,10,7,1, , ,2845, , , , , ,2845,2845,1,698.183713962241
2023,02,27403,1,0087,1,4,1,1,202211274031008714,8,1,2, ,1,38,4,4,8,4,1984,1, , , , , , , , , , , , , , ,3432,7410,2, ,1,1,0,0,8,8,8,0,0,30,2,30,2,2, , , ,3000, , , , , , , , , , , , ,1,2,9,3, ,2,2,2,2,2,2,10,7,1, , ,2820, , , , , ,2820,2820,1,756.835657345606
2023,02,19526,1,0069,1,2,1,1,202202195261006912,2,1,2, ,2,68,2,2,30,12,1954,1, , , , , , , , , , , , , , ,9411,5610,2, ,1,1,3,0,0,0,0,0,8,11,1, ,1,2, , , ,2810,15, , , , , , , , , , , ,1,4,5,1, ,2,2,2,2,2,2,10,7,1, , ,2810,15, , , , ,2825,2825,1,517.414747658085
2023,02,2730702,1,0075,1,1,1,1,20221127307021007511,1,1,2, ,2,27,1,1,31,3,1995,1, , , , , , , , , , , , , , ,3432,7410,2, ,1,2,11,11,11,11,11,11,11,77,1, ,1,2, , , ,3000, , , , , , , , , , , , ,1,5,6,5, ,2,2,2,2,2,2,10,7,1, , ,2800, , , , , ,2800,2800,1,684.149786043911
2023,02,25224,1,0030,1,2,1,1,202302252241003012,2,1,2, ,1,57,2,3,16,11,1965,1, , , , , , , , , , , , , , ,8322,4922,2, ,1,1,10,10,10,10,10,10,0,60,1, ,2,2, , , ,2800, , , , , , , , , , , , ,1,4,6,5, ,2,2,2,2,2,2,10,7,1, , ,2700, , , , , ,2700,2700,1,1155.24237715011
2023,02,21677,1,0076,1,2,1,1,202211216771007612,3,1,2, ,2,31,2,2,30,7,1991,1, , , , , , , , , , , , , , ,2421,7020,2, ,1,1,5,10,10,10,10,10,5,60,1, ,2,1, , , ,2690, , , , , , , , , , , , ,1,5,11,5, ,2,2,2,2,2,2,10,7,1, , ,2690, , , , , ,2690,2690,1,741.622788799972
2023,02,21136,1,0114,1,1,1,1,202302211361011411,1,1,2, ,1,40,1,1,27,4,1982,1, , , , , , , , , , , , , , ,7123,4330,2, ,1,1,0,6,6,6,6,6,0,30,1, ,1,2, , , ,2687, , , , , , , , , , , , ,1,5,8,1, ,2,2,2,2,2,2,10,7,1, , ,2687, , , , , ,2687,2687,1,1396.36742792448
2023,02,2730702,1,0071,1,1,1,1,20221127307021007111,1,1,2, ,1,31,1,1,30,11,1991,1, , , , , , , , , , , , , , ,8322,4922,2, ,1,1,12,12,12,12,12,12,12,87,1, ,1,2, , , ,2680, , ,300, , , , , , , , , ,1,1,11,5, ,2,2,2,2,2,2,10,7,1, , ,2680, , ,300, , ,2980,2680,1,698.183713962241
2023,02,20635,1,0020,1,1,1,1,202202206351002011,1,1,2, ,2,47,1,1,26,4,1975,1, , , , , , , , , , , , , , ,5211,4620,1, ,1,3,0,16,16,16,16,16,16,96,1, ,1,1, , , ,2600, , , , , , , , , , , , ,1,5,11,5, ,2,2,2,2,2,2,10,7,1, , ,2675, , , , , ,2675,2675,1,517.414747658085
2023,02,1819202,1,0084,1,2,1,1,20220218192021008412,2,1,2, ,2,28,2,2,25,10,1994,1, , , , , , , , , , , , , , ,5120,5610,1, ,1,3,9,9,9,9,9,9,9,63,1, ,2,1, , , ,2666,454, , , , , , , , , , , ,1,5,6,5, ,2,2,2,2,2,2,10,7,1, , ,2666,600, , , , ,3266,3266,1,308.201078344695
2023,02,27497,1,0025,1,2,1,1,202202274971002512,2,1,2, ,2,41,2,2,15,12,1981,1, , , , , , , , , , , , , , ,3332,9329,1, ,1,2,0,2,2,2,2,2,5,15,1, ,1,2, , , ,2650, , , , , , , , , , , , ,1,3,11,5, ,2,2,2,2,2,2,10,7,1, , ,2650, , , , , ,2650,2650,1,741.622788799972
2023,02,21047,1,0121,1,1,1,1,202211210471012111,1,1,2, ,1,51,1,1,3,5,1971,1, , , , , , , , , , , , , , ,7352,1410,1, ,1,2,10,10,10,10,10,10,10,91,1, ,2,2, , , ,2500, , ,500, , , , , , , , , ,1,6,6,5, ,2,2,2,2,2,2,10,7,1, , ,2635, , ,500, , ,3135,2635,1,626.145100794479
2023,02,17656,1,0037,1,1,1,1,202211176561003711,1,1,2, ,1,39,1,1,30,10,1983,1, , , , , , , , , , , , , , ,8332,4923,2, ,1,1,12,0,0,12,12,12,12,80,2,80,1,2, , , ,2631, , , , , , , , , , , , ,1,5,5,2, ,2,2,2,2,2,2,10,7,1, , ,2631, , , , , ,2631,2631,1,315.433093100771
2023,02,28591,1,0132,1,1,1,1,202211285911013211,1,1,2, ,1,35,1,1,17,1,1988,1, , , , , , , , , , , , , , ,8322,4922,2, ,1,1,0,8,8,8,8,8,8,48,1, ,1,2, , , ,2500, , , , , , , , , , , , ,1,5,8,2, ,2,2,2,2,2,2,10,7,1, , ,2600, , , , , ,2600,2600,1,697.910237897321
2023,02,24658,1,0054,1,1,1,1,202302246581005411,1,1,2, ,1,53,1,1,18,1,1970,1, , , , , , , , , , , , , , ,7111,4100,1, ,1,4,0,8,8,8,8,8,6,46,1, ,2,2, , , ,2800, , , , , , , , , , , , ,1,5,6,5, ,2,2,2,2,2,2,10,7,1, , ,2600, , , , , ,2600,2600,1,1121.09469409882
2023,02,2327502,1,0031,1,1,1,1,20220523275021003111,1,1,2, ,1,55,1,1,19,8,1967,1, , , , , , , , , , , , , , ,8332,4923,1, ,1,2,0,4,4,0,0,0,0,20,2,20,1,2, , , ,2560, , , , , , , , , , , , ,1,6,6,5, ,2,2,2,2,2,2,10,1,1, , ,2560, , , , , ,2560,2560,1,560.547347049408
2023,02,2534601,1,0041,1,1,1,1,20230225346011004111,1,1,2, ,1,39,1,1,23,1,1984,1, , , , , , , , , , , , , , ,9537,4789,2, ,1,1,14,14,14,14,14,14,14,98,1, ,2,1, , , ,2500,50, , , , , , , , , , , ,1,6,6,5, ,2,2,2,2,2,2,10,6,1, , ,2550,50, , , , ,2600,2600,1,698.183713962241
2023,02,26276,1,0057,1,1,1,1,202211262761005711,1,1,2, ,1,49,1,1,7,12,1973,1, , , , , , , , , , , , , , ,8322,4922,2, ,1,1,12,12,12,12,12,12,12,84,1, ,2,2, , , ,3000, , , , , , , , , , , , ,1,1,11,5, ,2,2,2,2,2,2,10,7,1, , ,2536, , , , , ,2536,2536,1,692.177346449544
2023,02,27666,1,0157,1,1,1,1,202108276661015712,1,1,2, ,1,43,1,1,5,7,1979,1, , , , , , , , , , , , , , ,7322,3100,1, ,1,2,0,8,8,8,8,0,0,45,2,45,1,2, , , ,2500, , , , , , , , , , , , ,1,5,6,5, ,2,2,2,2,2,2,10,7,1, , ,2520, , , , , ,2520,2520,1,836.650316891687
2023,02,22475,1,0049,1,6,1,1,202211224751004916,3,1,2, ,1,32,6,6,20,11,1990,1, , , , , , , , , , , , , , ,7111,4100,1, ,1,3,4,8,8,8,2,2,0,45,2,45,1,2, , , ,2500, , , , , , , , , , , , ,1,1,8,2, ,2,2,2,2,2,2,10,1,1, , ,2500, , , , , ,2500,2500,1,698.183713962241
2023,02,20396,1,0035,1,4,1,1,202302203961003513,3,1,2, ,2,37,4,4,29,9,1985,1, , , , , , , , , , , , , , ,2251,8620,2, ,1,2,0,8,8,8,8,8,8,48,1, ,2,2, , , ,2500, , , , , , , , , , , , ,1,6,11,5, ,2,2,2,2,2,2,10,7,1, , ,2500, , , , , ,2500,2500,1,1483.24557759994
2023,02,18221,1,0113,1,3,1,1,202202182211011313,8,1,2, ,1,34,3,3,25,4,1988,1, , , , , , , , , , , , , , ,2259,7020,1, ,1,5,6,6,6,6,6,6,6,42,1, ,2,1, , , ,2500, , , , , , , , , , , , ,1,1,12,2, ,2,2,2,2,2,2,10,7,1, , ,2500, , , , , ,2500,2500,1,319.900433719718
2023,02,20396,1,0035,1,3,1,1,202302203961003514,3,1,2, ,1,34,3,3,12,1,1989,1, , , , , , , , , , , , , , ,2251,8620,2, ,1,2,3,5,5,5,5,5,5,33,1, ,2,2, , , ,2500, , , , , , , , , , , , ,1,6,11,5, ,2,2,2,2,2,2,10,7,1, , ,2500, , , , , ,2500,2500,1,1513.67131469121
2023,02,23706,1,0091,1,1,1,1,202302237061009111,1,1,2, ,1,41,1,1,25,3,1981,1, , , , , , , , , , , , , , ,8332,4923,2, ,1,1,0,10,10,10,10,10,10,60,1, ,2,2, , , ,2500, , , , , , , , , , , , ,1,6,6,5, ,2,2,2,2,2,2,1,1,1, , ,2500, , , , , ,2500,2500,1,1396.36742792448
2023,02,19856,1,0008,2,1,1,1,202302198561000821,1,1,2, ,1,27,1,1,6,8,1995,1, , , , , , , , , , , , , , ,3317,7310,1, ,1,4,0,6,6,10,6,6,6,40,1, ,2,2, , , ,2500, , , , , , , , , , , , ,1,5,9,3, ,2,2,2,2,2,2,10,7,1, , ,2500, , , , , ,2500,2500,1,1396.36742792448
2023,02,18267,1,0089,1,1,1,1,202108182671008911,1,1,2, ,1,64,1,1,30,7,1958,1, , , , , , , , , , , , , , ,2611,6910,2, ,1,1,0,9,9,9,9,9,0,45,1, ,2,2, , , ,2500, , , , , , , , , , , , ,1,5,11,6, ,2,2,2,2,2,2,10,7,1, , ,2500, , , , , ,2500,2500,1,264.659952753999
2023,02,1965001,1,0090,1,1,1,1,20210819650011009011,1,1,2, ,1,51,1,1,18,9,1971,1, , , , , , , , , , , , , , ,3314,1071,1, ,1,13,12,12,12,12,12,12,12,84,1, ,2,2, , , ,2500,400, , , , , , , , , , , ,1,1,6,5, ,2,2,2,2,2,2,10,7,1, , ,2500,400, , , , ,2900,2900,1,577.621188575054
2023,02,21190,1,0021,1,1,1,1,202202211901002111,1,1,2, ,1,41,1,1,20,7,1981,1, , , , , , , , , , , , , , ,8322,4922,2, ,1,1,0,9,9,9,9,11,11,58,1, ,2,2, , , ,2500, , , , , , , , , , , , ,1,5,6,5, ,2,2,2,2,2,2,10,7,1, , ,2500, , , , , ,2500,2500,1,698.183713962241
2023,02,25505,1,0052,1,1,1,1,202108255051005211,1,1,2, ,1,46,1,1,12,6,1976,1, , , , , , , , , , , , , , ,5212,4752,1, ,1,2,0,12,12,12,12,12,12,72,1, ,2,2, , , ,2500, , , , , , , , , , , , ,1,1,11,5, ,2,2,2,2,2,2,10,7,1, , ,2500, , , , , ,2500,2500,1,626.145100794479
2023,02,18331,1,0085,1,1,1,1,202302183311008511,1,1,2, ,1,58,1,1,7,5,1964,1, , , , , , , , , , , , , , ,8322,4923,1, ,1,2,0,0,0,0,5,5,0,10,1, ,2,2, , , ,2500, , , , , , , , , , , , ,1,6,6,5, ,2,2,2,2,2,2,10,7,1, , ,2500, , , , , ,2500,2500,1,529.319905507999
